mpio,dpmp,year,age_group,male,female,total
11001,"Bogotá, D.C.",2026,0-4,437385,415064,852449
11001,"Bogotá, D.C.",2026,15-44,3995564,3965513,7961077
11001,"Bogotá, D.C.",2026,45-64,1651487,1951952,3603439
11001,"Bogotá, D.C.",2026,5-14,992173,942245,1934418
11001,"Bogotá, D.C.",2026,65+,699016,1005044,1704060
