Row,Column,Year,Population,Race,Ethnicity,Gender,AgeRange
27,14,2026,929,ALL,ALL,MALE,5-14
27,14,2026,941,ALL,ALL,FEMALE,65+
27,14,2026,654,ALL,ALL,MALE,65+
28,10,2026,184,ALL,ALL,FEMALE,0-4
28,10,2026,194,ALL,ALL,MALE,0-4
28,10,2026,1758,ALL,ALL,FEMALE,15-44
28,10,2026,1772,ALL,ALL,MALE,15-44
28,10,2026,866,ALL,ALL,FEMALE,45-64
28,10,2026,732,ALL,ALL,MALE,45-64
28,10,2026,418,ALL,ALL,FEMALE,5-14
28,10,2026,440,ALL,ALL,MALE,5-14
28,10,2026,446,ALL,ALL,FEMALE,65+
28,10,2026,310,ALL,ALL,MALE,65+
28,11,2026,2262,ALL,ALL,FEMALE,0-4
28,11,2026,2384,ALL,ALL,MALE,0-4
28,11,2026,21617,ALL,ALL,FEMALE,15-44
28,11,2026,21781,ALL,ALL,MALE,15-44
28,11,2026,10641,ALL,ALL,FEMALE,45-64
28,11,2026,9003,ALL,ALL,MALE,45-64
28,11,2026,5137,ALL,ALL,FEMALE,5-14
28,11,2026,5409,ALL,ALL,MALE,5-14
28,11,2026,5479,ALL,ALL,FEMALE,65+
28,11,2026,3810,ALL,ALL,MALE,65+
28,12,2026,2284,ALL,ALL,FEMALE,0-4
28,12,2026,2407,ALL,ALL,MALE,0-4
28,12,2026,21827,ALL,ALL,FEMALE,15-44
28,12,2026,21993,ALL,ALL,MALE,15-44
28,12,2026,10744,ALL,ALL,FEMALE,45-64
28,12,2026,9090,ALL,ALL,MALE,45-64
28,12,2026,5186,ALL,ALL,FEMALE,5-14
28,12,2026,5461,ALL,ALL,MALE,5-14
28,12,2026,5532,ALL,ALL,FEMALE,65+
28,12,2026,3847,ALL,ALL,MALE,65+
28,13,2026,2284,ALL,ALL,FEMALE,0-4
28,13,2026,2407,ALL,ALL,MALE,0-4
28,13,2026,21828,ALL,ALL,FEMALE,15-44
28,13,2026,21993,ALL,ALL,MALE,15-44
28,13,2026,10744,ALL,ALL,FEMALE,45-64
28,13,2026,9090,ALL,ALL,MALE,45-64
28,13,2026,5186,ALL,ALL,FEMALE,5-14
28,13,2026,5461,ALL,ALL,MALE,5-14
28,13,2026,5532,ALL,ALL,FEMALE,65+
28,13,2026,3848,ALL,ALL,MALE,65+
28,14,2026,2016,ALL,ALL,FEMALE,0-4
28,14,2026,2125,ALL,ALL,MALE,0-4
28,14,2026,19263,ALL,ALL,FEMALE,15-44
28,14,2026,19409,ALL,ALL,MALE,15-44
28,14,2026,9482,ALL,ALL,FEMALE,45-64
28,14,2026,8022,ALL,ALL,MALE,45-64
28,14,2026,4577,ALL,ALL,FEMALE,5-14
28,14,2026,4820,ALL,ALL,MALE,5-14
28,14,2026,4882,ALL,ALL,FEMALE,65+
28,14,2026,3395,ALL,ALL,MALE,65+
28,15,2026,102,ALL,ALL,FEMALE,0-4
28,15,2026,107,ALL,ALL,MALE,0-4
28,15,2026,972,ALL,ALL,FEMALE,15-44
28,15,2026,980,ALL,ALL,MALE,15-44
28,15,2026,479,ALL,ALL,FEMALE,45-64
28,15,2026,405,ALL,ALL,MALE,45-64
28,15,2026,231,ALL,ALL,FEMALE,5-14
28,15,2026,244,ALL,ALL,MALE,5-14
28,15,2026,247,ALL,ALL,FEMALE,65+
28,15,2026,171,ALL,ALL,MALE,65+
29,10,2026,65,ALL,ALL,FEMALE,0-4
29,10,2026,69,ALL,ALL,MALE,0-4
29,10,2026,626,ALL,ALL,FEMALE,15-44
29,10,2026,631,ALL,ALL,MALE,15-44
29,10,2026,308,ALL,ALL,FEMALE,45-64
29,10,2026,261,ALL,ALL,MALE,45-64
29,10,2026,149,ALL,ALL,FEMALE,5-14
29,10,2026,157,ALL,ALL,MALE,5-14
29,10,2026,159,ALL,ALL,FEMALE,65+
29,10,2026,110,ALL,ALL,MALE,65+
29,11,2026,2156,ALL,ALL,FEMALE,0-4
29,11,2026,2272,ALL,ALL,MALE,0-4
29,11,2026,20602,ALL,ALL,FEMALE,15-44
29,11,2026,20758,ALL,ALL,MALE,15-44
29,11,2026,10141,ALL,ALL,FEMALE,45-64
29,11,2026,8580,ALL,ALL,MALE,45-64
29,11,2026,4895,ALL,ALL,FEMALE,5-14
29,11,2026,5155,ALL,ALL,MALE,5-14
29,11,2026,5222,ALL,ALL,FEMALE,65+
29,11,2026,3631,ALL,ALL,MALE,65+
29,12,2026,2285,ALL,ALL,FEMALE,0-4
29,12,2026,2407,ALL,ALL,MALE,0-4
29,12,2026,21827,ALL,ALL,FEMALE,15-44
29,12,2026,21993,ALL,ALL,MALE,15-44
29,12,2026,10744,ALL,ALL,FEMALE,45-64
29,12,2026,9090,ALL,ALL,MALE,45-64
29,12,2026,5186,ALL,ALL,FEMALE,5-14
29,12,2026,5461,ALL,ALL,MALE,5-14
29,12,2026,5532,ALL,ALL,FEMALE,65+
29,12,2026,3848,ALL,ALL,MALE,65+
29,13,2026,2284,ALL,ALL,FEMALE,0-4
29,13,2026,2407,ALL,ALL,MALE,0-4
29,13,2026,21828,ALL,ALL,FEMALE,15-44
29,13,2026,21993,ALL,ALL,MALE,15-44
29,13,2026,10744,ALL,ALL,FEMALE,45-64
29,13,2026,9090,ALL,ALL,MALE,45-64
29,13,2026,5186,ALL,ALL,FEMALE,5-14
29,13,2026,5461,ALL,ALL,MALE,5-14
29,13,2026,5532,ALL,ALL,FEMALE,65+
29,13,2026,3848,ALL,ALL,MALE,65+
29,14,2026,2285,ALL,ALL,FEMALE,0-4
29,14,2026,2407,ALL,ALL,MALE,0-4
29,14,2026,21827,ALL,ALL,FEMALE,15-44
29,14,2026,21993,ALL,ALL,MALE,15-44
29,14,2026,10744,ALL,ALL,FEMALE,45-64
29,14,2026,9090,ALL,ALL,MALE,45-64
29,14,2026,5186,ALL,ALL,FEMALE,5-14
29,14,2026,5461,ALL,ALL,MALE,5-14
29,14,2026,5532,ALL,ALL,FEMALE,65+
29,14,2026,3847,ALL,ALL,MALE,65+
29,15,2026,1422,ALL,ALL,FEMALE,0-4
29,15,2026,1498,ALL,ALL,MALE,0-4
29,15,2026,13583,ALL,ALL,FEMALE,15-44
29,15,2026,13686,ALL,ALL,MALE,15-44
29,15,2026,6686,ALL,ALL,FEMALE,45-64
29,15,2026,5657,ALL,ALL,MALE,45-64
29,15,2026,3228,ALL,ALL,FEMALE,5-14
29,15,2026,3399,ALL,ALL,MALE,5-14
29,15,2026,3443,ALL,ALL,FEMALE,65+
29,15,2026,2394,ALL,ALL,MALE,65+
29,16,2026,60,ALL,ALL,FEMALE,0-4
29,16,2026,64,ALL,ALL,MALE,0-4
29,16,2026,579,ALL,ALL,FEMALE,15-44
29,16,2026,584,ALL,ALL,MALE,15-44
29,16,2026,286,ALL,ALL,FEMALE,45-64
29,16,2026,241,ALL,ALL,MALE,45-64
29,16,2026,138,ALL,ALL,FEMALE,5-14
29,16,2026,145,ALL,ALL,MALE,5-14
29,16,2026,147,ALL,ALL,FEMALE,65+
29,16,2026,102,ALL,ALL,MALE,65+
30,10,2026,262,ALL,ALL,FEMALE,0-4
30,10,2026,276,ALL,ALL,MALE,0-4
30,10,2026,2505,ALL,ALL,FEMALE,15-44
30,10,2026,2524,ALL,ALL,MALE,15-44
30,10,2026,1233,ALL,ALL,FEMALE,45-64
30,10,2026,1043,ALL,ALL,MALE,45-64
30,10,2026,595,ALL,ALL,FEMALE,5-14
30,10,2026,627,ALL,ALL,MALE,5-14
30,10,2026,635,ALL,ALL,FEMALE,65+
30,10,2026,441,ALL,ALL,MALE,65+
30,11,2026,2157,ALL,ALL,FEMALE,0-4
30,11,2026,2273,ALL,ALL,MALE,0-4
30,11,2026,20612,ALL,ALL,FEMALE,15-44
30,11,2026,20768,ALL,ALL,MALE,15-44
30,11,2026,10146,ALL,ALL,FEMALE,45-64
30,11,2026,8584,ALL,ALL,MALE,45-64
30,11,2026,4898,ALL,ALL,FEMALE,5-14
30,11,2026,5157,ALL,ALL,MALE,5-14
30,11,2026,5224,ALL,ALL,FEMALE,65+
30,11,2026,3633,ALL,ALL,MALE,65+
30,12,2026,2284,ALL,ALL,FEMALE,0-4
30,12,2026,2407,ALL,ALL,MALE,0-4
30,12,2026,21828,ALL,ALL,FEMALE,15-44
30,12,2026,21993,ALL,ALL,MALE,15-44
30,12,2026,10744,ALL,ALL,FEMALE,45-64
30,12,2026,9090,ALL,ALL,MALE,45-64
30,12,2026,5186,ALL,ALL,FEMALE,5-14
30,12,2026,5461,ALL,ALL,MALE,5-14
30,12,2026,5532,ALL,ALL,FEMALE,65+
30,12,2026,3848,ALL,ALL,MALE,65+
30,13,2026,2285,ALL,ALL,FEMALE,0-4
30,13,2026,2408,ALL,ALL,MALE,0-4
30,13,2026,21828,ALL,ALL,FEMALE,15-44
30,13,2026,21993,ALL,ALL,MALE,15-44
30,13,2026,10744,ALL,ALL,FEMALE,45-64
30,13,2026,9090,ALL,ALL,MALE,45-64
30,13,2026,5186,ALL,ALL,FEMALE,5-14
30,13,2026,5461,ALL,ALL,MALE,5-14
30,13,2026,5532,ALL,ALL,FEMALE,65+
30,13,2026,3848,ALL,ALL,MALE,65+
30,14,2026,2285,ALL,ALL,FEMALE,0-4
30,14,2026,2407,ALL,ALL,MALE,0-4
30,14,2026,21827,ALL,ALL,FEMALE,15-44
30,14,2026,21993,ALL,ALL,MALE,15-44
30,14,2026,10744,ALL,ALL,FEMALE,45-64
30,14,2026,9090,ALL,ALL,MALE,45-64
30,14,2026,5186,ALL,ALL,FEMALE,5-14
30,14,2026,5461,ALL,ALL,MALE,5-14
30,14,2026,5532,ALL,ALL,FEMALE,65+
30,14,2026,3847,ALL,ALL,MALE,65+
30,15,2026,2285,ALL,ALL,FEMALE,0-4
30,15,2026,2407,ALL,ALL,MALE,0-4
30,15,2026,21828,ALL,ALL,FEMALE,15-44
30,15,2026,21993,ALL,ALL,MALE,15-44
30,15,2026,10744,ALL,ALL,FEMALE,45-64
30,15,2026,9090,ALL,ALL,MALE,45-64
30,15,2026,5186,ALL,ALL,FEMALE,5-14
30,15,2026,5461,ALL,ALL,MALE,5-14
30,15,2026,5532,ALL,ALL,FEMALE,65+
30,15,2026,3847,ALL,ALL,MALE,65+
30,16,2026,691,ALL,ALL,FEMALE,0-4
30,16,2026,729,ALL,ALL,MALE,0-4
30,16,2026,6606,ALL,ALL,FEMALE,15-44
30,16,2026,6656,ALL,ALL,MALE,15-44
30,16,2026,3252,ALL,ALL,FEMALE,45-64
30,16,2026,2751,ALL,ALL,MALE,45-64
30,16,2026,1570,ALL,ALL,FEMALE,5-14
30,16,2026,1653,ALL,ALL,MALE,5-14
30,16,2026,1674,ALL,ALL,FEMALE,65+
30,16,2026,1164,ALL,ALL,MALE,65+
31,11,2026,2000,ALL,ALL,FEMALE,0-4
31,11,2026,2108,ALL,ALL,MALE,0-4
31,11,2026,19113,ALL,ALL,FEMALE,15-44
31,11,2026,19258,ALL,ALL,MALE,15-44
31,11,2026,9408,ALL,ALL,FEMALE,45-64
31,11,2026,7960,ALL,ALL,MALE,45-64
31,11,2026,4542,ALL,ALL,FEMALE,5-14
31,11,2026,4782,ALL,ALL,MALE,5-14
31,11,2026,4844,ALL,ALL,FEMALE,65+
31,11,2026,3369,ALL,ALL,MALE,65+
31,12,2026,2284,ALL,ALL,FEMALE,0-4
31,12,2026,2408,ALL,ALL,MALE,0-4
31,12,2026,21828,ALL,ALL,FEMALE,15-44
31,12,2026,21993,ALL,ALL,MALE,15-44
31,12,2026,10744,ALL,ALL,FEMALE,45-64
31,12,2026,9090,ALL,ALL,MALE,45-64
31,12,2026,5186,ALL,ALL,FEMALE,5-14
31,12,2026,5461,ALL,ALL,MALE,5-14
31,12,2026,5532,ALL,ALL,FEMALE,65+
31,12,2026,3848,ALL,ALL,MALE,65+
31,13,2026,2284,ALL,ALL,FEMALE,0-4
31,13,2026,2408,ALL,ALL,MALE,0-4
31,13,2026,21828,ALL,ALL,FEMALE,15-44
31,13,2026,21993,ALL,ALL,MALE,15-44
31,13,2026,10744,ALL,ALL,FEMALE,45-64
31,13,2026,9090,ALL,ALL,MALE,45-64
31,13,2026,5186,ALL,ALL,FEMALE,5-14
31,13,2026,5461,ALL,ALL,MALE,5-14
31,13,2026,5532,ALL,ALL,FEMALE,65+
31,13,2026,3848,ALL,ALL,MALE,65+
31,14,2026,2285,ALL,ALL,FEMALE,0-4
31,14,2026,2407,ALL,ALL,MALE,0-4
31,14,2026,21827,ALL,ALL,FEMALE,15-44
31,14,2026,21993,ALL,ALL,MALE,15-44
31,14,2026,10744,ALL,ALL,FEMALE,45-64
31,14,2026,9090,ALL,ALL,MALE,45-64
31,14,2026,5186,ALL,ALL,FEMALE,5-14
31,14,2026,5461,ALL,ALL,MALE,5-14
31,14,2026,5532,ALL,ALL,FEMALE,65+
31,14,2026,3847,ALL,ALL,MALE,65+
31,15,2026,2285,ALL,ALL,FEMALE,0-4
31,15,2026,2407,ALL,ALL,MALE,0-4
31,15,2026,21828,ALL,ALL,FEMALE,15-44
31,15,2026,21993,ALL,ALL,MALE,15-44
31,15,2026,10744,ALL,ALL,FEMALE,45-64
31,15,2026,9090,ALL,ALL,MALE,45-64
31,15,2026,5186,ALL,ALL,FEMALE,5-14
31,15,2026,5461,ALL,ALL,MALE,5-14
31,15,2026,5532,ALL,ALL,FEMALE,65+
31,15,2026,3847,ALL,ALL,MALE,65+
31,16,2026,1807,ALL,ALL,FEMALE,0-4
31,16,2026,1904,ALL,ALL,MALE,0-4
31,16,2026,17261,ALL,ALL,FEMALE,15-44
31,16,2026,17392,ALL,ALL,MALE,15-44
31,16,2026,8497,ALL,ALL,FEMALE,45-64
31,16,2026,7189,ALL,ALL,MALE,45-64
31,16,2026,4101,ALL,ALL,FEMALE,5-14
31,16,2026,4319,ALL,ALL,MALE,5-14
31,16,2026,4375,ALL,ALL,FEMALE,65+
31,16,2026,3043,ALL,ALL,MALE,65+
31,17,2026,441,ALL,ALL,FEMALE,0-4
31,17,2026,464,ALL,ALL,MALE,0-4
31,17,2026,4211,ALL,ALL,FEMALE,15-44
31,17,2026,4243,ALL,ALL,MALE,15-44
31,17,2026,2073,ALL,ALL,FEMALE,45-64
31,17,2026,1754,ALL,ALL,MALE,45-64
31,17,2026,1001,ALL,ALL,FEMALE,5-14
31,17,2026,1054,ALL,ALL,MALE,5-14
31,17,2026,1067,ALL,ALL,FEMALE,65+
31,17,2026,742,ALL,ALL,MALE,65+
32,10,2026,181,ALL,ALL,FEMALE,0-4
32,10,2026,191,ALL,ALL,MALE,0-4
32,10,2026,1735,ALL,ALL,FEMALE,15-44
32,10,2026,1749,ALL,ALL,MALE,15-44
32,10,2026,854,ALL,ALL,FEMALE,45-64
32,10,2026,723,ALL,ALL,MALE,45-64
32,10,2026,412,ALL,ALL,FEMALE,5-14
32,10,2026,434,ALL,ALL,MALE,5-14
32,10,2026,440,ALL,ALL,FEMALE,65+
32,10,2026,306,ALL,ALL,MALE,65+
32,11,2026,2219,ALL,ALL,FEMALE,0-4
32,11,2026,2338,ALL,ALL,MALE,0-4
32,11,2026,21201,ALL,ALL,FEMALE,15-44
32,11,2026,21362,ALL,ALL,MALE,15-44
32,11,2026,10436,ALL,ALL,FEMALE,45-64
32,11,2026,8829,ALL,ALL,MALE,45-64
32,11,2026,5038,ALL,ALL,FEMALE,5-14
32,11,2026,5305,ALL,ALL,MALE,5-14
32,11,2026,5373,ALL,ALL,FEMALE,65+
32,11,2026,3737,ALL,ALL,MALE,65+
32,12,2026,2285,ALL,ALL,FEMALE,0-4
32,12,2026,2407,ALL,ALL,MALE,0-4
32,12,2026,21828,ALL,ALL,FEMALE,15-44
32,12,2026,21993,ALL,ALL,MALE,15-44
32,12,2026,10744,ALL,ALL,FEMALE,45-64
32,12,2026,9090,ALL,ALL,MALE,45-64
32,12,2026,5186,ALL,ALL,FEMALE,5-14
32,12,2026,5461,ALL,ALL,MALE,5-14
32,12,2026,5532,ALL,ALL,FEMALE,65+
32,12,2026,3848,ALL,ALL,MALE,65+
32,13,2026,2284,ALL,ALL,FEMALE,0-4
32,13,2026,2408,ALL,ALL,MALE,0-4
32,13,2026,21828,ALL,ALL,FEMALE,15-44
32,13,2026,21993,ALL,ALL,MALE,15-44
32,13,2026,10744,ALL,ALL,FEMALE,45-64
32,13,2026,9090,ALL,ALL,MALE,45-64
32,13,2026,5186,ALL,ALL,FEMALE,5-14
32,13,2026,5461,ALL,ALL,MALE,5-14
32,13,2026,5532,ALL,ALL,FEMALE,65+
32,13,2026,3848,ALL,ALL,MALE,65+
32,14,2026,2284,ALL,ALL,FEMALE,0-4
32,14,2026,2407,ALL,ALL,MALE,0-4
32,14,2026,21827,ALL,ALL,FEMALE,15-44
32,14,2026,21993,ALL,ALL,MALE,15-44
32,14,2026,10744,ALL,ALL,FEMALE,45-64
32,14,2026,9090,ALL,ALL,MALE,45-64
32,14,2026,5186,ALL,ALL,FEMALE,5-14
32,14,2026,5461,ALL,ALL,MALE,5-14
32,14,2026,5532,ALL,ALL,FEMALE,65+
32,14,2026,3847,ALL,ALL,MALE,65+
32,15,2026,2285,ALL,ALL,FEMALE,0-4
32,15,2026,2407,ALL,ALL,MALE,0-4
32,15,2026,21827,ALL,ALL,FEMALE,15-44
32,15,2026,21993,ALL,ALL,MALE,15-44
32,15,2026,10744,ALL,ALL,FEMALE,45-64
32,15,2026,9090,ALL,ALL,MALE,45-64
32,15,2026,5186,ALL,ALL,FEMALE,5-14
32,15,2026,5461,ALL,ALL,MALE,5-14
32,15,2026,5532,ALL,ALL,FEMALE,65+
32,15,2026,3848,ALL,ALL,MALE,65+
32,16,2026,2285,ALL,ALL,FEMALE,0-4
32,16,2026,2407,ALL,ALL,MALE,0-4
32,16,2026,21827,ALL,ALL,FEMALE,15-44
32,16,2026,21993,ALL,ALL,MALE,15-44
32,16,2026,10744,ALL,ALL,FEMALE,45-64
32,16,2026,9090,ALL,ALL,MALE,45-64
32,16,2026,5186,ALL,ALL,FEMALE,5-14
32,16,2026,5461,ALL,ALL,MALE,5-14
32,16,2026,5532,ALL,ALL,FEMALE,65+
32,16,2026,3848,ALL,ALL,MALE,65+
32,17,2026,1298,ALL,ALL,FEMALE,0-4
32,17,2026,1368,ALL,ALL,MALE,0-4
32,17,2026,12401,ALL,ALL,FEMALE,15-44
32,17,2026,12495,ALL,ALL,MALE,15-44
32,17,2026,6105,ALL,ALL,FEMALE,45-64
32,17,2026,5165,ALL,ALL,MALE,45-64
32,17,2026,2947,ALL,ALL,FEMALE,5-14
32,17,2026,3103,ALL,ALL,MALE,5-14
32,17,2026,3143,ALL,ALL,FEMALE,65+
32,17,2026,2186,ALL,ALL,MALE,65+
33,9,2026,673,ALL,ALL,FEMALE,0-4
33,9,2026,709,ALL,ALL,MALE,0-4
33,9,2026,6431,ALL,ALL,FEMALE,15-44
33,9,2026,6480,ALL,ALL,MALE,15-44
33,9,2026,3166,ALL,ALL,FEMALE,45-64
33,9,2026,2678,ALL,ALL,MALE,45-64
33,9,2026,1528,ALL,ALL,FEMALE,5-14
33,9,2026,1609,ALL,ALL,MALE,5-14
33,9,2026,1630,ALL,ALL,FEMALE,65+
33,9,2026,1134,ALL,ALL,MALE,65+
33,10,2026,2251,ALL,ALL,FEMALE,0-4
33,10,2026,2372,ALL,ALL,MALE,0-4
33,10,2026,21504,ALL,ALL,FEMALE,15-44
33,10,2026,21667,ALL,ALL,MALE,15-44
33,10,2026,10585,ALL,ALL,FEMALE,45-64
33,10,2026,8956,ALL,ALL,MALE,45-64
33,10,2026,5110,ALL,ALL,FEMALE,5-14
33,10,2026,5381,ALL,ALL,MALE,5-14
33,10,2026,5450,ALL,ALL,FEMALE,65+
33,10,2026,3790,ALL,ALL,MALE,65+
33,11,2026,2284,ALL,ALL,FEMALE,0-4
33,11,2026,2407,ALL,ALL,MALE,0-4
33,11,2026,21828,ALL,ALL,FEMALE,15-44
33,11,2026,21993,ALL,ALL,MALE,15-44
33,11,2026,10744,ALL,ALL,FEMALE,45-64
33,11,2026,9090,ALL,ALL,MALE,45-64
33,11,2026,5186,ALL,ALL,FEMALE,5-14
33,11,2026,5461,ALL,ALL,MALE,5-14
33,11,2026,5532,ALL,ALL,FEMALE,65+
33,11,2026,3847,ALL,ALL,MALE,65+
33,12,2026,2285,ALL,ALL,FEMALE,0-4
33,12,2026,2407,ALL,ALL,MALE,0-4
33,12,2026,21827,ALL,ALL,FEMALE,15-44
33,12,2026,21993,ALL,ALL,MALE,15-44
33,12,2026,10744,ALL,ALL,FEMALE,45-64
33,12,2026,9090,ALL,ALL,MALE,45-64
33,12,2026,5186,ALL,ALL,FEMALE,5-14
33,12,2026,5461,ALL,ALL,MALE,5-14
33,12,2026,5532,ALL,ALL,FEMALE,65+
33,12,2026,3848,ALL,ALL,MALE,65+
33,13,2026,2285,ALL,ALL,FEMALE,0-4
33,13,2026,2408,ALL,ALL,MALE,0-4
33,13,2026,21828,ALL,ALL,FEMALE,15-44
33,13,2026,21993,ALL,ALL,MALE,15-44
33,13,2026,10744,ALL,ALL,FEMALE,45-64
33,13,2026,9090,ALL,ALL,MALE,45-64
33,13,2026,5186,ALL,ALL,FEMALE,5-14
33,13,2026,5461,ALL,ALL,MALE,5-14
33,13,2026,5532,ALL,ALL,FEMALE,65+
33,13,2026,3848,ALL,ALL,MALE,65+
33,14,2026,2285,ALL,ALL,FEMALE,0-4
33,14,2026,2407,ALL,ALL,MALE,0-4
33,14,2026,21828,ALL,ALL,FEMALE,15-44
33,14,2026,21993,ALL,ALL,MALE,15-44
33,14,2026,10744,ALL,ALL,FEMALE,45-64
33,14,2026,9090,ALL,ALL,MALE,45-64
33,14,2026,5186,ALL,ALL,FEMALE,5-14
33,14,2026,5461,ALL,ALL,MALE,5-14
33,14,2026,5532,ALL,ALL,FEMALE,65+
33,14,2026,3847,ALL,ALL,MALE,65+
33,15,2026,2285,ALL,ALL,FEMALE,0-4
33,15,2026,2407,ALL,ALL,MALE,0-4
33,15,2026,21828,ALL,ALL,FEMALE,15-44
33,15,2026,21993,ALL,ALL,MALE,15-44
33,15,2026,10744,ALL,ALL,FEMALE,45-64
33,15,2026,9090,ALL,ALL,MALE,45-64
33,15,2026,5186,ALL,ALL,FEMALE,5-14
33,15,2026,5461,ALL,ALL,MALE,5-14
33,15,2026,5532,ALL,ALL,FEMALE,65+
33,15,2026,3848,ALL,ALL,MALE,65+
33,16,2026,2285,ALL,ALL,FEMALE,0-4
33,16,2026,2407,ALL,ALL,MALE,0-4
33,16,2026,21828,ALL,ALL,FEMALE,15-44
33,16,2026,21993,ALL,ALL,MALE,15-44
33,16,2026,10744,ALL,ALL,FEMALE,45-64
33,16,2026,9090,ALL,ALL,MALE,45-64
33,16,2026,5186,ALL,ALL,FEMALE,5-14
33,16,2026,5461,ALL,ALL,MALE,5-14
33,16,2026,5532,ALL,ALL,FEMALE,65+
33,16,2026,3848,ALL,ALL,MALE,65+
33,17,2026,2037,ALL,ALL,FEMALE,0-4
33,17,2026,2147,ALL,ALL,MALE,0-4
33,17,2026,19463,ALL,ALL,FEMALE,15-44
33,17,2026,19611,ALL,ALL,MALE,15-44
33,17,2026,9581,ALL,ALL,FEMALE,45-64
33,17,2026,8106,ALL,ALL,MALE,45-64
33,17,2026,4625,ALL,ALL,FEMALE,5-14
33,17,2026,4870,ALL,ALL,MALE,5-14
33,17,2026,4933,ALL,ALL,FEMALE,65+
33,17,2026,3431,ALL,ALL,MALE,65+
33,18,2026,12,ALL,ALL,FEMALE,0-4
33,18,2026,12,ALL,ALL,MALE,0-4
33,18,2026,112,ALL,ALL,FEMALE,15-44
33,18,2026,113,ALL,ALL,MALE,15-44
33,18,2026,56,ALL,ALL,FEMALE,45-64
33,18,2026,47,ALL,ALL,MALE,45-64
33,18,2026,27,ALL,ALL,FEMALE,5-14
33,18,2026,28,ALL,ALL,MALE,5-14
33,18,2026,29,ALL,ALL,FEMALE,65+
33,18,2026,20,ALL,ALL,MALE,65+
34,9,2026,542,ALL,ALL,FEMALE,0-4
34,9,2026,571,ALL,ALL,MALE,0-4
34,9,2026,5175,ALL,ALL,FEMALE,15-44
34,9,2026,5215,ALL,ALL,MALE,15-44
34,9,2026,2548,ALL,ALL,FEMALE,45-64
34,9,2026,2156,ALL,ALL,MALE,45-64
34,9,2026,1230,ALL,ALL,FEMALE,5-14
34,9,2026,1295,ALL,ALL,MALE,5-14
34,9,2026,1312,ALL,ALL,FEMALE,65+
34,9,2026,912,ALL,ALL,MALE,65+
34,10,2026,1990,ALL,ALL,FEMALE,0-4
34,10,2026,2097,ALL,ALL,MALE,0-4
34,10,2026,19010,ALL,ALL,FEMALE,15-44
34,10,2026,19155,ALL,ALL,MALE,15-44
34,10,2026,9358,ALL,ALL,FEMALE,45-64
34,10,2026,7917,ALL,ALL,MALE,45-64
34,10,2026,4517,ALL,ALL,FEMALE,5-14
34,10,2026,4757,ALL,ALL,MALE,5-14
34,10,2026,4818,ALL,ALL,FEMALE,65+
34,10,2026,3351,ALL,ALL,MALE,65+
34,11,2026,2283,ALL,ALL,FEMALE,0-4
34,11,2026,2406,ALL,ALL,MALE,0-4
34,11,2026,21813,ALL,ALL,FEMALE,15-44
34,11,2026,21978,ALL,ALL,MALE,15-44
34,11,2026,10737,ALL,ALL,FEMALE,45-64
34,11,2026,9084,ALL,ALL,MALE,45-64
34,11,2026,5183,ALL,ALL,FEMALE,5-14
34,11,2026,5458,ALL,ALL,MALE,5-14
34,11,2026,5529,ALL,ALL,FEMALE,65+
34,11,2026,3845,ALL,ALL,MALE,65+
34,12,2026,2284,ALL,ALL,FEMALE,0-4
34,12,2026,2407,ALL,ALL,MALE,0-4
34,12,2026,21828,ALL,ALL,FEMALE,15-44
34,12,2026,21993,ALL,ALL,MALE,15-44
34,12,2026,10744,ALL,ALL,FEMALE,45-64
34,12,2026,9090,ALL,ALL,MALE,45-64
34,12,2026,5186,ALL,ALL,FEMALE,5-14
34,12,2026,5461,ALL,ALL,MALE,5-14
34,12,2026,5532,ALL,ALL,FEMALE,65+
34,12,2026,3848,ALL,ALL,MALE,65+
34,13,2026,2285,ALL,ALL,FEMALE,0-4
34,13,2026,2407,ALL,ALL,MALE,0-4
34,13,2026,21828,ALL,ALL,FEMALE,15-44
34,13,2026,21993,ALL,ALL,MALE,15-44
34,13,2026,10744,ALL,ALL,FEMALE,45-64
34,13,2026,9090,ALL,ALL,MALE,45-64
34,13,2026,5186,ALL,ALL,FEMALE,5-14
34,13,2026,5461,ALL,ALL,MALE,5-14
34,13,2026,5532,ALL,ALL,FEMALE,65+
34,13,2026,3848,ALL,ALL,MALE,65+
34,14,2026,2285,ALL,ALL,FEMALE,0-4
34,14,2026,2407,ALL,ALL,MALE,0-4
34,14,2026,21827,ALL,ALL,FEMALE,15-44
34,14,2026,21993,ALL,ALL,MALE,15-44
34,14,2026,10744,ALL,ALL,FEMALE,45-64
34,14,2026,9090,ALL,ALL,MALE,45-64
34,14,2026,5186,ALL,ALL,FEMALE,5-14
34,14,2026,5461,ALL,ALL,MALE,5-14
34,14,2026,5532,ALL,ALL,FEMALE,65+
34,14,2026,3847,ALL,ALL,MALE,65+
34,15,2026,2285,ALL,ALL,FEMALE,0-4
34,15,2026,2407,ALL,ALL,MALE,0-4
34,15,2026,21828,ALL,ALL,FEMALE,15-44
34,15,2026,21993,ALL,ALL,MALE,15-44
34,15,2026,10744,ALL,ALL,FEMALE,45-64
34,15,2026,9090,ALL,ALL,MALE,45-64
34,15,2026,5186,ALL,ALL,FEMALE,5-14
34,15,2026,5461,ALL,ALL,MALE,5-14
34,15,2026,5532,ALL,ALL,FEMALE,65+
34,15,2026,3847,ALL,ALL,MALE,65+
34,16,2026,1869,ALL,ALL,FEMALE,0-4
