Row,Column,Year,Population,Race,Ethnicity,Gender,AgeRange
11,10,2026,1422,ALL,ALL,FEMALE,0-4
11,10,2026,1498,ALL,ALL,MALE,0-4
11,10,2026,13584,ALL,ALL,FEMALE,15-44
11,10,2026,13687,ALL,ALL,MALE,15-44
11,10,2026,6687,ALL,ALL,FEMALE,45-64
11,10,2026,5657,ALL,ALL,MALE,45-64
11,10,2026,3228,ALL,ALL,FEMALE,5-14
11,10,2026,3399,ALL,ALL,MALE,5-14
11,10,2026,3443,ALL,ALL,FEMALE,65+
11,10,2026,2394,ALL,ALL,MALE,65+
11,11,2026,1185,ALL,ALL,FEMALE,0-4
11,11,2026,1249,ALL,ALL,MALE,0-4
11,11,2026,11320,ALL,ALL,FEMALE,15-44
11,11,2026,11406,ALL,ALL,MALE,15-44
11,11,2026,5572,ALL,ALL,FEMALE,45-64
11,11,2026,4715,ALL,ALL,MALE,45-64
11,11,2026,2690,ALL,ALL,FEMALE,5-14
11,11,2026,2833,ALL,ALL,MALE,5-14
11,11,2026,2869,ALL,ALL,FEMALE,65+
11,11,2026,1995,ALL,ALL,MALE,65+
11,12,2026,592,ALL,ALL,FEMALE,0-4
11,12,2026,624,ALL,ALL,MALE,0-4
11,12,2026,5661,ALL,ALL,FEMALE,15-44
11,12,2026,5704,ALL,ALL,MALE,15-44
11,12,2026,2787,ALL,ALL,FEMALE,45-64
11,12,2026,2358,ALL,ALL,MALE,45-64
11,12,2026,1345,ALL,ALL,FEMALE,5-14
11,12,2026,1417,ALL,ALL,MALE,5-14
11,12,2026,1435,ALL,ALL,FEMALE,65+
11,12,2026,998,ALL,ALL,MALE,65+
12,4,2026,1698,ALL,ALL,FEMALE,0-4
12,4,2026,1789,ALL,ALL,MALE,0-4
12,4,2026,16222,ALL,ALL,FEMALE,15-44
12,4,2026,16345,ALL,ALL,MALE,15-44
12,4,2026,7985,ALL,ALL,FEMALE,45-64
12,4,2026,6756,ALL,ALL,MALE,45-64
12,4,2026,3855,ALL,ALL,FEMALE,5-14
12,4,2026,4059,ALL,ALL,MALE,5-14
12,4,2026,4111,ALL,ALL,FEMALE,65+
12,4,2026,2859,ALL,ALL,MALE,65+
12,5,2026,2285,ALL,ALL,FEMALE,0-4
12,5,2026,2408,ALL,ALL,MALE,0-4
12,5,2026,21828,ALL,ALL,FEMALE,15-44
12,5,2026,21993,ALL,ALL,MALE,15-44
12,5,2026,10744,ALL,ALL,FEMALE,45-64
12,5,2026,9091,ALL,ALL,MALE,45-64
12,5,2026,5187,ALL,ALL,FEMALE,5-14
12,5,2026,5461,ALL,ALL,MALE,5-14
12,5,2026,5532,ALL,ALL,FEMALE,65+
12,5,2026,3848,ALL,ALL,MALE,65+
12,6,2026,2285,ALL,ALL,FEMALE,0-4
12,6,2026,2408,ALL,ALL,MALE,0-4
12,6,2026,21828,ALL,ALL,FEMALE,15-44
12,6,2026,21993,ALL,ALL,MALE,15-44
12,6,2026,10744,ALL,ALL,FEMALE,45-64
12,6,2026,9090,ALL,ALL,MALE,45-64
12,6,2026,5187,ALL,ALL,FEMALE,5-14
12,6,2026,5461,ALL,ALL,MALE,5-14
12,6,2026,5532,ALL,ALL,FEMALE,65+
12,6,2026,3848,ALL,ALL,MALE,65+
12,7,2026,2285,ALL,ALL,FEMALE,0-4
12,7,2026,2408,ALL,ALL,MALE,0-4
12,7,2026,21828,ALL,ALL,FEMALE,15-44
12,7,2026,21993,ALL,ALL,MALE,15-44
12,7,2026,10744,ALL,ALL,FEMALE,45-64
12,7,2026,9090,ALL,ALL,MALE,45-64
12,7,2026,5187,ALL,ALL,FEMALE,5-14
12,7,2026,5462,ALL,ALL,MALE,5-14
12,7,2026,5532,ALL,ALL,FEMALE,65+
12,7,2026,3848,ALL,ALL,MALE,65+
12,8,2026,2285,ALL,ALL,FEMALE,0-4
12,8,2026,2408,ALL,ALL,MALE,0-4
12,8,2026,21828,ALL,ALL,FEMALE,15-44
12,8,2026,21993,ALL,ALL,MALE,15-44
12,8,2026,10744,ALL,ALL,FEMALE,45-64
12,8,2026,9090,ALL,ALL,MALE,45-64
12,8,2026,5186,ALL,ALL,FEMALE,5-14
12,8,2026,5461,ALL,ALL,MALE,5-14
12,8,2026,5532,ALL,ALL,FEMALE,65+
12,8,2026,3848,ALL,ALL,MALE,65+
12,9,2026,2285,ALL,ALL,FEMALE,0-4
12,9,2026,2408,ALL,ALL,MALE,0-4
12,9,2026,21828,ALL,ALL,FEMALE,15-44
12,9,2026,21993,ALL,ALL,MALE,15-44
12,9,2026,10744,ALL,ALL,FEMALE,45-64
12,9,2026,9090,ALL,ALL,MALE,45-64
12,9,2026,5186,ALL,ALL,FEMALE,5-14
12,9,2026,5461,ALL,ALL,MALE,5-14
12,9,2026,5532,ALL,ALL,FEMALE,65+
12,9,2026,3848,ALL,ALL,MALE,65+
12,10,2026,2285,ALL,ALL,FEMALE,0-4
12,10,2026,2408,ALL,ALL,MALE,0-4
12,10,2026,21828,ALL,ALL,FEMALE,15-44
12,10,2026,21993,ALL,ALL,MALE,15-44
12,10,2026,10744,ALL,ALL,FEMALE,45-64
12,10,2026,9090,ALL,ALL,MALE,45-64
12,10,2026,5187,ALL,ALL,FEMALE,5-14
12,10,2026,5461,ALL,ALL,MALE,5-14
12,10,2026,5532,ALL,ALL,FEMALE,65+
12,10,2026,3848,ALL,ALL,MALE,65+
12,11,2026,2285,ALL,ALL,FEMALE,0-4
12,11,2026,2408,ALL,ALL,MALE,0-4
12,11,2026,21828,ALL,ALL,FEMALE,15-44
12,11,2026,21993,ALL,ALL,MALE,15-44
12,11,2026,10744,ALL,ALL,FEMALE,45-64
12,11,2026,9091,ALL,ALL,MALE,45-64
12,11,2026,5186,ALL,ALL,FEMALE,5-14
12,11,2026,5461,ALL,ALL,MALE,5-14
12,11,2026,5532,ALL,ALL,FEMALE,65+
12,11,2026,3848,ALL,ALL,MALE,65+
12,12,2026,1930,ALL,ALL,FEMALE,0-4
12,12,2026,2034,ALL,ALL,MALE,0-4
12,12,2026,18440,ALL,ALL,FEMALE,15-44
12,12,2026,18580,ALL,ALL,MALE,15-44
12,12,2026,9077,ALL,ALL,FEMALE,45-64
12,12,2026,7680,ALL,ALL,MALE,45-64
12,12,2026,4382,ALL,ALL,FEMALE,5-14
12,12,2026,4614,ALL,ALL,MALE,5-14
12,12,2026,4674,ALL,ALL,FEMALE,65+
12,12,2026,3250,ALL,ALL,MALE,65+
12,13,2026,3,ALL,ALL,FEMALE,0-4
12,13,2026,3,ALL,ALL,MALE,0-4
12,13,2026,27,ALL,ALL,FEMALE,15-44
12,13,2026,27,ALL,ALL,MALE,15-44
12,13,2026,14,ALL,ALL,FEMALE,45-64
12,13,2026,11,ALL,ALL,MALE,45-64
12,13,2026,6,ALL,ALL,FEMALE,5-14
12,13,2026,7,ALL,ALL,MALE,5-14
12,13,2026,7,ALL,ALL,FEMALE,65+
12,13,2026,5,ALL,ALL,MALE,65+
13,4,2026,710,ALL,ALL,FEMALE,0-4
13,4,2026,749,ALL,ALL,MALE,0-4
13,4,2026,6787,ALL,ALL,FEMALE,15-44
13,4,2026,6839,ALL,ALL,MALE,15-44
13,4,2026,3341,ALL,ALL,FEMALE,45-64
13,4,2026,2827,ALL,ALL,MALE,45-64
13,4,2026,1613,ALL,ALL,FEMALE,5-14
13,4,2026,1698,ALL,ALL,MALE,5-14
13,4,2026,1720,ALL,ALL,FEMALE,65+
13,4,2026,1196,ALL,ALL,MALE,65+
13,5,2026,2285,ALL,ALL,FEMALE,0-4
13,5,2026,2408,ALL,ALL,MALE,0-4
13,5,2026,21828,ALL,ALL,FEMALE,15-44
13,5,2026,21993,ALL,ALL,MALE,15-44
13,5,2026,10744,ALL,ALL,FEMALE,45-64
13,5,2026,9091,ALL,ALL,MALE,45-64
13,5,2026,5187,ALL,ALL,FEMALE,5-14
13,5,2026,5461,ALL,ALL,MALE,5-14
13,5,2026,5532,ALL,ALL,FEMALE,65+
13,5,2026,3848,ALL,ALL,MALE,65+
13,6,2026,2285,ALL,ALL,FEMALE,0-4
13,6,2026,2408,ALL,ALL,MALE,0-4
13,6,2026,21828,ALL,ALL,FEMALE,15-44
13,6,2026,21993,ALL,ALL,MALE,15-44
13,6,2026,10744,ALL,ALL,FEMALE,45-64
13,6,2026,9091,ALL,ALL,MALE,45-64
13,6,2026,5187,ALL,ALL,FEMALE,5-14
13,6,2026,5461,ALL,ALL,MALE,5-14
13,6,2026,5532,ALL,ALL,FEMALE,65+
13,6,2026,3848,ALL,ALL,MALE,65+
13,7,2026,2285,ALL,ALL,FEMALE,0-4
13,7,2026,2408,ALL,ALL,MALE,0-4
13,7,2026,21828,ALL,ALL,FEMALE,15-44
13,7,2026,21993,ALL,ALL,MALE,15-44
13,7,2026,10744,ALL,ALL,FEMALE,45-64
13,7,2026,9090,ALL,ALL,MALE,45-64
13,7,2026,5187,ALL,ALL,FEMALE,5-14
13,7,2026,5461,ALL,ALL,MALE,5-14
13,7,2026,5532,ALL,ALL,FEMALE,65+
13,7,2026,3848,ALL,ALL,MALE,65+
13,8,2026,2285,ALL,ALL,FEMALE,0-4
13,8,2026,2408,ALL,ALL,MALE,0-4
13,8,2026,21828,ALL,ALL,FEMALE,15-44
13,8,2026,21993,ALL,ALL,MALE,15-44
13,8,2026,10744,ALL,ALL,FEMALE,45-64
13,8,2026,9090,ALL,ALL,MALE,45-64
13,8,2026,5186,ALL,ALL,FEMALE,5-14
13,8,2026,5461,ALL,ALL,MALE,5-14
13,8,2026,5532,ALL,ALL,FEMALE,65+
13,8,2026,3848,ALL,ALL,MALE,65+
13,9,2026,2285,ALL,ALL,FEMALE,0-4
13,9,2026,2408,ALL,ALL,MALE,0-4
13,9,2026,21828,ALL,ALL,FEMALE,15-44
13,9,2026,21993,ALL,ALL,MALE,15-44
13,9,2026,10744,ALL,ALL,FEMALE,45-64
13,9,2026,9091,ALL,ALL,MALE,45-64
13,9,2026,5187,ALL,ALL,FEMALE,5-14
13,9,2026,5461,ALL,ALL,MALE,5-14
13,9,2026,5532,ALL,ALL,FEMALE,65+
13,9,2026,3848,ALL,ALL,MALE,65+
13,10,2026,2285,ALL,ALL,FEMALE,0-4
13,10,2026,2408,ALL,ALL,MALE,0-4
13,10,2026,21828,ALL,ALL,FEMALE,15-44
13,10,2026,21993,ALL,ALL,MALE,15-44
13,10,2026,10744,ALL,ALL,FEMALE,45-64
13,10,2026,9090,ALL,ALL,MALE,45-64
13,10,2026,5187,ALL,ALL,FEMALE,5-14
13,10,2026,5461,ALL,ALL,MALE,5-14
13,10,2026,5532,ALL,ALL,FEMALE,65+
13,10,2026,3848,ALL,ALL,MALE,65+
13,11,2026,2285,ALL,ALL,FEMALE,0-4
13,11,2026,2408,ALL,ALL,MALE,0-4
13,11,2026,21828,ALL,ALL,FEMALE,15-44
13,11,2026,21993,ALL,ALL,MALE,15-44
13,11,2026,10744,ALL,ALL,FEMALE,45-64
13,11,2026,9091,ALL,ALL,MALE,45-64
13,11,2026,5187,ALL,ALL,FEMALE,5-14
13,11,2026,5462,ALL,ALL,MALE,5-14
13,11,2026,5532,ALL,ALL,FEMALE,65+
13,11,2026,3848,ALL,ALL,MALE,65+
13,12,2026,2071,ALL,ALL,FEMALE,0-4
13,12,2026,2182,ALL,ALL,MALE,0-4
13,12,2026,19783,ALL,ALL,FEMALE,15-44
13,12,2026,19933,ALL,ALL,MALE,15-44
13,12,2026,9738,ALL,ALL,FEMALE,45-64
13,12,2026,8239,ALL,ALL,MALE,45-64
13,12,2026,4701,ALL,ALL,FEMALE,5-14
13,12,2026,4950,ALL,ALL,MALE,5-14
13,12,2026,5014,ALL,ALL,FEMALE,65+
13,12,2026,3487,ALL,ALL,MALE,65+
13,13,2026,15,ALL,ALL,FEMALE,0-4
13,13,2026,16,ALL,ALL,MALE,0-4
13,13,2026,145,ALL,ALL,FEMALE,15-44
13,13,2026,146,ALL,ALL,MALE,15-44
13,13,2026,71,ALL,ALL,FEMALE,45-64
13,13,2026,60,ALL,ALL,MALE,45-64
13,13,2026,34,ALL,ALL,FEMALE,5-14
13,13,2026,36,ALL,ALL,MALE,5-14
13,13,2026,37,ALL,ALL,FEMALE,65+
13,13,2026,25,ALL,ALL,MALE,65+
14,4,2026,153,ALL,ALL,FEMALE,0-4
14,4,2026,161,ALL,ALL,MALE,0-4
14,4,2026,1462,ALL,ALL,FEMALE,15-44
14,4,2026,1474,ALL,ALL,MALE,15-44
14,4,2026,720,ALL,ALL,FEMALE,45-64
14,4,2026,609,ALL,ALL,MALE,45-64
14,4,2026,348,ALL,ALL,FEMALE,5-14
14,4,2026,366,ALL,ALL,MALE,5-14
14,4,2026,371,ALL,ALL,FEMALE,65+
14,4,2026,258,ALL,ALL,MALE,65+
14,5,2026,2176,ALL,ALL,FEMALE,0-4
14,5,2026,2293,ALL,ALL,MALE,0-4
14,5,2026,20792,ALL,ALL,FEMALE,15-44
14,5,2026,20950,ALL,ALL,MALE,15-44
14,5,2026,10235,ALL,ALL,FEMALE,45-64
14,5,2026,8659,ALL,ALL,MALE,45-64
14,5,2026,4940,ALL,ALL,FEMALE,5-14
14,5,2026,5202,ALL,ALL,MALE,5-14
14,5,2026,5270,ALL,ALL,FEMALE,65+
14,5,2026,3665,ALL,ALL,MALE,65+
14,6,2026,1979,ALL,ALL,FEMALE,0-4
14,6,2026,2086,ALL,ALL,MALE,0-4
14,6,2026,18910,ALL,ALL,FEMALE,15-44
14,6,2026,19054,ALL,ALL,MALE,15-44
14,6,2026,9309,ALL,ALL,FEMALE,45-64
14,6,2026,7876,ALL,ALL,MALE,45-64
14,6,2026,4493,ALL,ALL,FEMALE,5-14
14,6,2026,4732,ALL,ALL,MALE,5-14
14,6,2026,4793,ALL,ALL,FEMALE,65+
14,6,2026,3333,ALL,ALL,MALE,65+
14,7,2026,1182,ALL,ALL,FEMALE,0-4
14,7,2026,1246,ALL,ALL,MALE,0-4
14,7,2026,11298,ALL,ALL,FEMALE,15-44
14,7,2026,11384,ALL,ALL,MALE,15-44
14,7,2026,5561,ALL,ALL,FEMALE,45-64
14,7,2026,4705,ALL,ALL,MALE,45-64
14,7,2026,2685,ALL,ALL,FEMALE,5-14
14,7,2026,2827,ALL,ALL,MALE,5-14
14,7,2026,2863,ALL,ALL,FEMALE,65+
14,7,2026,1991,ALL,ALL,MALE,65+
14,8,2026,1682,ALL,ALL,FEMALE,0-4
14,8,2026,1772,ALL,ALL,MALE,0-4
14,8,2026,16067,ALL,ALL,FEMALE,15-44
14,8,2026,16189,ALL,ALL,MALE,15-44
14,8,2026,7909,ALL,ALL,FEMALE,45-64
14,8,2026,6691,ALL,ALL,MALE,45-64
14,8,2026,3818,ALL,ALL,FEMALE,5-14
14,8,2026,4020,ALL,ALL,MALE,5-14
14,8,2026,4072,ALL,ALL,FEMALE,65+
14,8,2026,2832,ALL,ALL,MALE,65+
14,9,2026,2285,ALL,ALL,FEMALE,0-4
14,9,2026,2408,ALL,ALL,MALE,0-4
14,9,2026,21828,ALL,ALL,FEMALE,15-44
14,9,2026,21993,ALL,ALL,MALE,15-44
14,9,2026,10744,ALL,ALL,FEMALE,45-64
14,9,2026,9090,ALL,ALL,MALE,45-64
14,9,2026,5186,ALL,ALL,FEMALE,5-14
14,9,2026,5461,ALL,ALL,MALE,5-14
14,9,2026,5532,ALL,ALL,FEMALE,65+
14,9,2026,3848,ALL,ALL,MALE,65+
14,10,2026,2285,ALL,ALL,FEMALE,0-4
14,10,2026,2408,ALL,ALL,MALE,0-4
14,10,2026,21828,ALL,ALL,FEMALE,15-44
14,10,2026,21993,ALL,ALL,MALE,15-44
14,10,2026,10744,ALL,ALL,FEMALE,45-64
14,10,2026,9090,ALL,ALL,MALE,45-64
14,10,2026,5186,ALL,ALL,FEMALE,5-14
14,10,2026,5461,ALL,ALL,MALE,5-14
14,10,2026,5532,ALL,ALL,FEMALE,65+
14,10,2026,3848,ALL,ALL,MALE,65+
14,11,2026,2285,ALL,ALL,FEMALE,0-4
14,11,2026,2408,ALL,ALL,MALE,0-4
14,11,2026,21828,ALL,ALL,FEMALE,15-44
14,11,2026,21993,ALL,ALL,MALE,15-44
14,11,2026,10744,ALL,ALL,FEMALE,45-64
14,11,2026,9091,ALL,ALL,MALE,45-64
14,11,2026,5187,ALL,ALL,FEMALE,5-14
14,11,2026,5462,ALL,ALL,MALE,5-14
14,11,2026,5532,ALL,ALL,FEMALE,65+
14,11,2026,3848,ALL,ALL,MALE,65+
14,12,2026,2139,ALL,ALL,FEMALE,0-4
14,12,2026,2254,ALL,ALL,MALE,0-4
14,12,2026,20440,ALL,ALL,FEMALE,15-44
14,12,2026,20595,ALL,ALL,MALE,15-44
14,12,2026,10061,ALL,ALL,FEMALE,45-64
14,12,2026,8512,ALL,ALL,MALE,45-64
14,12,2026,4857,ALL,ALL,FEMALE,5-14
14,12,2026,5114,ALL,ALL,MALE,5-14
14,12,2026,5180,ALL,ALL,FEMALE,65+
14,12,2026,3603,ALL,ALL,MALE,65+
14,13,2026,777,ALL,ALL,FEMALE,0-4
14,13,2026,819,ALL,ALL,MALE,0-4
14,13,2026,7424,ALL,ALL,FEMALE,15-44
14,13,2026,7481,ALL,ALL,MALE,15-44
14,13,2026,3655,ALL,ALL,FEMALE,45-64
14,13,2026,3092,ALL,ALL,MALE,45-64
14,13,2026,1764,ALL,ALL,FEMALE,5-14
14,13,2026,1858,ALL,ALL,MALE,5-14
14,13,2026,1882,ALL,ALL,FEMALE,65+
14,13,2026,1309,ALL,ALL,MALE,65+
14,14,2026,1,ALL,ALL,FEMALE,0-4
14,14,2026,1,ALL,ALL,MALE,0-4
14,14,2026,8,ALL,ALL,FEMALE,15-44
14,14,2026,8,ALL,ALL,MALE,15-44
14,14,2026,4,ALL,ALL,FEMALE,45-64
14,14,2026,4,ALL,ALL,MALE,45-64
14,14,2026,2,ALL,ALL,FEMALE,5-14
14,14,2026,2,ALL,ALL,MALE,5-14
14,14,2026,2,ALL,ALL,FEMALE,65+
14,14,2026,1,ALL,ALL,MALE,65+
15,5,2026,837,ALL,ALL,FEMALE,0-4
15,5,2026,882,ALL,ALL,MALE,0-4
15,5,2026,7996,ALL,ALL,FEMALE,15-44
15,5,2026,8057,ALL,ALL,MALE,15-44
15,5,2026,3936,ALL,ALL,FEMALE,45-64
15,5,2026,3330,ALL,ALL,MALE,45-64
15,5,2026,1900,ALL,ALL,FEMALE,5-14
15,5,2026,2001,ALL,ALL,MALE,5-14
15,5,2026,2027,ALL,ALL,FEMALE,65+
15,5,2026,1409,ALL,ALL,MALE,65+
15,6,2026,131,ALL,ALL,FEMALE,0-4
15,6,2026,138,ALL,ALL,MALE,0-4
15,6,2026,1251,ALL,ALL,FEMALE,15-44
15,6,2026,1260,ALL,ALL,MALE,15-44
15,6,2026,616,ALL,ALL,FEMALE,45-64
15,6,2026,521,ALL,ALL,MALE,45-64
15,6,2026,297,ALL,ALL,FEMALE,5-14
15,6,2026,313,ALL,ALL,MALE,5-14
15,6,2026,317,ALL,ALL,FEMALE,65+
15,6,2026,220,ALL,ALL,MALE,65+
15,8,2026,919,ALL,ALL,FEMALE,0-4
15,8,2026,969,ALL,ALL,MALE,0-4
15,8,2026,8785,ALL,ALL,FEMALE,15-44
15,8,2026,8852,ALL,ALL,MALE,15-44
15,8,2026,4325,ALL,ALL,FEMALE,45-64
15,8,2026,3659,ALL,ALL,MALE,45-64
15,8,2026,2087,ALL,ALL,FEMALE,5-14
15,8,2026,2198,ALL,ALL,MALE,5-14
15,8,2026,2227,ALL,ALL,FEMALE,65+
15,8,2026,1548,ALL,ALL,MALE,65+
15,9,2026,2285,ALL,ALL,FEMALE,0-4
15,9,2026,2408,ALL,ALL,MALE,0-4
15,9,2026,21828,ALL,ALL,FEMALE,15-44
15,9,2026,21993,ALL,ALL,MALE,15-44
15,9,2026,10744,ALL,ALL,FEMALE,45-64
15,9,2026,9090,ALL,ALL,MALE,45-64
15,9,2026,5186,ALL,ALL,FEMALE,5-14
15,9,2026,5461,ALL,ALL,MALE,5-14
15,9,2026,5532,ALL,ALL,FEMALE,65+
15,9,2026,3848,ALL,ALL,MALE,65+
15,10,2026,2285,ALL,ALL,FEMALE,0-4
15,10,2026,2408,ALL,ALL,MALE,0-4
15,10,2026,21828,ALL,ALL,FEMALE,15-44
15,10,2026,21993,ALL,ALL,MALE,15-44
15,10,2026,10744,ALL,ALL,FEMALE,45-64
15,10,2026,9091,ALL,ALL,MALE,45-64
15,10,2026,5186,ALL,ALL,FEMALE,5-14
15,10,2026,5461,ALL,ALL,MALE,5-14
15,10,2026,5532,ALL,ALL,FEMALE,65+
15,10,2026,3848,ALL,ALL,MALE,65+
15,11,2026,2285,ALL,ALL,FEMALE,0-4
15,11,2026,2408,ALL,ALL,MALE,0-4
15,11,2026,21828,ALL,ALL,FEMALE,15-44
15,11,2026,21993,ALL,ALL,MALE,15-44
15,11,2026,10744,ALL,ALL,FEMALE,45-64
15,11,2026,9091,ALL,ALL,MALE,45-64
15,11,2026,5187,ALL,ALL,FEMALE,5-14
15,11,2026,5462,ALL,ALL,MALE,5-14
15,11,2026,5532,ALL,ALL,FEMALE,65+
15,11,2026,3848,ALL,ALL,MALE,65+
15,12,2026,2284,ALL,ALL,FEMALE,0-4
15,12,2026,2407,ALL,ALL,MALE,0-4
15,12,2026,21827,ALL,ALL,FEMALE,15-44
15,12,2026,21993,ALL,ALL,MALE,15-44
15,12,2026,10744,ALL,ALL,FEMALE,45-64
15,12,2026,9090,ALL,ALL,MALE,45-64
15,12,2026,5186,ALL,ALL,FEMALE,5-14
15,12,2026,5461,ALL,ALL,MALE,5-14
15,12,2026,5532,ALL,ALL,FEMALE,65+
15,12,2026,3847,ALL,ALL,MALE,65+
15,13,2026,1848,ALL,ALL,FEMALE,0-4
15,13,2026,1948,ALL,ALL,MALE,0-4
15,13,2026,17659,ALL,ALL,FEMALE,15-44
15,13,2026,17793,ALL,ALL,MALE,15-44
15,13,2026,8693,ALL,ALL,FEMALE,45-64
15,13,2026,7355,ALL,ALL,MALE,45-64
15,13,2026,4196,ALL,ALL,FEMALE,5-14
15,13,2026,4419,ALL,ALL,MALE,5-14
15,13,2026,4476,ALL,ALL,FEMALE,65+
15,13,2026,3113,ALL,ALL,MALE,65+
15,14,2026,132,ALL,ALL,FEMALE,0-4
15,14,2026,140,ALL,ALL,MALE,0-4
15,14,2026,1266,ALL,ALL,FEMALE,15-44
15,14,2026,1276,ALL,ALL,MALE,15-44
15,14,2026,623,ALL,ALL,FEMALE,45-64
15,14,2026,527,ALL,ALL,MALE,45-64
15,14,2026,301,ALL,ALL,FEMALE,5-14
15,14,2026,317,ALL,ALL,MALE,5-14
15,14,2026,321,ALL,ALL,FEMALE,65+
15,14,2026,223,ALL,ALL,MALE,65+
16,8,2026,837,ALL,ALL,FEMALE,0-4
16,8,2026,882,ALL,ALL,MALE,0-4
16,8,2026,7998,ALL,ALL,FEMALE,15-44
16,8,2026,8059,ALL,ALL,MALE,15-44
16,8,2026,3937,ALL,ALL,FEMALE,45-64
16,8,2026,3331,ALL,ALL,MALE,45-64
16,8,2026,1900,ALL,ALL,FEMALE,5-14
16,8,2026,2001,ALL,ALL,MALE,5-14
16,8,2026,2027,ALL,ALL,FEMALE,65+
16,8,2026,1410,ALL,ALL,MALE,65+
16,9,2026,2285,ALL,ALL,FEMALE,0-4
16,9,2026,2408,ALL,ALL,MALE,0-4
16,9,2026,21828,ALL,ALL,FEMALE,15-44
16,9,2026,21993,ALL,ALL,MALE,15-44
16,9,2026,10744,ALL,ALL,FEMALE,45-64
16,9,2026,9090,ALL,ALL,MALE,45-64
16,9,2026,5186,ALL,ALL,FEMALE,5-14
16,9,2026,5461,ALL,ALL,MALE,5-14
16,9,2026,5532,ALL,ALL,FEMALE,65+
16,9,2026,3848,ALL,ALL,MALE,65+
16,10,2026,2285,ALL,ALL,FEMALE,0-4
16,10,2026,2408,ALL,ALL,MALE,0-4
16,10,2026,21828,ALL,ALL,FEMALE,15-44
16,10,2026,21993,ALL,ALL,MALE,15-44
16,10,2026,10744,ALL,ALL,FEMALE,45-64
16,10,2026,9091,ALL,ALL,MALE,45-64
16,10,2026,5187,ALL,ALL,FEMALE,5-14
16,10,2026,5461,ALL,ALL,MALE,5-14
16,10,2026,5532,ALL,ALL,FEMALE,65+
16,10,2026,3848,ALL,ALL,MALE,65+
16,11,2026,2285,ALL,ALL,FEMALE,0-4
16,11,2026,2408,ALL,ALL,MALE,0-4
16,11,2026,21828,ALL,ALL,FEMALE,15-44
16,11,2026,21993,ALL,ALL,MALE,15-44
16,11,2026,10744,ALL,ALL,FEMALE,45-64
16,11,2026,9091,ALL,ALL,MALE,45-64
16,11,2026,5187,ALL,ALL,FEMALE,5-14
16,11,2026,5461,ALL,ALL,MALE,5-14
16,11,2026,5532,ALL,ALL,FEMALE,65+
16,11,2026,3848,ALL,ALL,MALE,65+
16,12,2026,2284,ALL,ALL,FEMALE,0-4
16,12,2026,2407,ALL,ALL,MALE,0-4
16,12,2026,21827,ALL,ALL,FEMALE,15-44
16,12,2026,21993,ALL,ALL,MALE,15-44
16,12,2026,10744,ALL,ALL,FEMALE,45-64
16,12,2026,9090,ALL,ALL,MALE,45-64
16,12,2026,5186,ALL,ALL,FEMALE,5-14
16,12,2026,5461,ALL,ALL,MALE,5-14
16,12,2026,5532,ALL,ALL,FEMALE,65+
16,12,2026,3847,ALL,ALL,MALE,65+
16,13,2026,944,ALL,ALL,FEMALE,0-4
16,13,2026,995,ALL,ALL,MALE,0-4
16,13,2026,9019,ALL,ALL,FEMALE,15-44
16,13,2026,9088,ALL,ALL,MALE,15-44
16,13,2026,4440,ALL,ALL,FEMALE,45-64
16,13,2026,3756,ALL,ALL,MALE,45-64
16,13,2026,2143,ALL,ALL,FEMALE,5-14
16,13,2026,2257,ALL,ALL,MALE,5-14
16,13,2026,2286,ALL,ALL,FEMALE,65+
16,13,2026,1590,ALL,ALL,MALE,65+
17,8,2026,646,ALL,ALL,FEMALE,0-4
17,8,2026,680,ALL,ALL,MALE,0-4
17,8,2026,6169,ALL,ALL,FEMALE,15-44
17,8,2026,6216,ALL,ALL,MALE,15-44
17,8,2026,3037,ALL,ALL,FEMALE,45-64
17,8,2026,2569,ALL,ALL,MALE,45-64
17,8,2026,1466,ALL,ALL,FEMALE,5-14
17,8,2026,1544,ALL,ALL,MALE,5-14
17,8,2026,1564,ALL,ALL,FEMALE,65+
17,8,2026,1087,ALL,ALL,MALE,65+
17,9,2026,2285,ALL,ALL,FEMALE,0-4
17,9,2026,2408,ALL,ALL,MALE,0-4
17,9,2026,21828,ALL,ALL,FEMALE,15-44
17,9,2026,21993,ALL,ALL,MALE,15-44
17,9,2026,10744,ALL,ALL,FEMALE,45-64
17,9,2026,9091,ALL,ALL,MALE,45-64
17,9,2026,5187,ALL,ALL,FEMALE,5-14
17,9,2026,5461,ALL,ALL,MALE,5-14
17,9,2026,5532,ALL,ALL,FEMALE,65+
17,9,2026,3848,ALL,ALL,MALE,65+
17,10,2026,2285,ALL,ALL,FEMALE,0-4
17,10,2026,2408,ALL,ALL,MALE,0-4
17,10,2026,21828,ALL,ALL,FEMALE,15-44
17,10,2026,21993,ALL,ALL,MALE,15-44
17,10,2026,10744,ALL,ALL,FEMALE,45-64
17,10,2026,9091,ALL,ALL,MALE,45-64
17,10,2026,5186,ALL,ALL,FEMALE,5-14
17,10,2026,5461,ALL,ALL,MALE,5-14
17,10,2026,5532,ALL,ALL,FEMALE,65+
17,10,2026,3848,ALL,ALL,MALE,65+
17,11,2026,2285,ALL,ALL,FEMALE,0-4
17,11,2026,2408,ALL,ALL,MALE,0-4
17,11,2026,21828,ALL,ALL,FEMALE,15-44
