archivo,formato,ok,n_filas,n_columnas,columnas,error
d:\TRABAJO DE GRADO BEN-MAP\BASES DE DATOS\BASE DE DATOS POBLACIONAL DE BOGOTA  (2020-2024)\poblacion_Bogota_2020_2024 (base de datos crudo).xlsx,.xlsx,True,17,306,Unnamed: 0 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 | Unnamed: 10 | Unnamed: 11 | Unnamed: 12 | Unnamed: 13 | Unnamed: 14 | Unnamed: 15 | Unnamed: 16 | Unnamed: 17 | Unnamed: 18 | Unnamed: 19 | Unnamed: 20 | Unnamed: 21 | Unnamed: 22 | Unnamed: 23 | Unnamed: 24 | Unnamed: 25 | Unnamed: 26 | Unnamed: 27 | Unnamed: 28 | Unnamed: 29 | Unnamed: 30 | Unnamed: 31 | Unnamed: 32 | Unnamed: 33 | Unnamed: 34 | Unnamed: 35 | Unnamed: 36 | Unnamed: 37 | Unnamed: 38 | Unnamed: 39 | Unnamed: 40 | Unnamed: 41 | Unnamed: 42 | Unnamed: 43 | Unnamed: 44 | Unnamed: 45 | Unnamed: 46 | Unnamed: 47 | Unnamed: 48 | Unnamed: 49 | Unnamed: 50 | Unnamed: 51 | Unnamed: 52 | Unnamed: 53 | Unnamed: 54 | Unnamed: 55 | Unnamed: 56 | Unnamed: 57 | Unnamed: 58 | Unnamed: 59 | Unnamed: 60 | Unnamed: 61 | Unnamed: 62 | Unnamed: 63 | Unnamed: 64 | Unnamed: 65 | Unnamed: 66 | Unnamed: 67 | Unnamed: 68 | Unnamed: 69 | Unnamed: 70 | Unnamed: 71 | Unnamed: 72 | Unnamed: 73 | Unnamed: 74 | Unnamed: 75 | Unnamed: 76 | Unnamed: 77 | Unnamed: 78 | Unnamed: 79 | Unnamed: 80 | Unnamed: 81 | Unnamed: 82 | Unnamed: 83 | Unnamed: 84 | Unnamed: 85 | Unnamed: 86 | Unnamed: 87 | Unnamed: 88 | Unnamed: 89 | Unnamed: 90 | Unnamed: 91 | Unnamed: 92 | Unnamed: 93 | Unnamed: 94 | Unnamed: 95 | Unnamed: 96 | Unnamed: 97 | Unnamed: 98 | Unnamed: 99 | Unnamed: 100 | Unnamed: 101 | Unnamed: 102 | Unnamed: 103 | Unnamed: 104 | Unnamed: 105 | Unnamed: 106 | Unnamed: 107 | Unnamed: 108 | Unnamed: 109 | Unnamed: 110 | Unnamed: 111 | Unnamed: 112 | Unnamed: 113 | Unnamed: 114 | Unnamed: 115 | Unnamed: 116 | Unnamed: 117 | Unnamed: 118 | Unnamed: 119 | Unnamed: 120 | Unnamed: 121 | Unnamed: 122 | Unnamed: 123 | Unnamed: 124 | Unnamed: 125 | Unnamed: 126 | Unnamed: 127 | Unnamed: 128 | Unnamed: 129 | Unnamed: 130 | Unnamed: 131 | Unnamed: 132 | Unnamed: 133 | Unnamed: 134 | Unnamed: 135 | Unnamed: 136 | Unnamed: 137 | Unnamed: 138 | Unnamed: 139 | Unnamed: 140 | Unnamed: 141 | Unnamed: 142 | Unnamed: 143 | Unnamed: 144 | Unnamed: 145 | Unnamed: 146 | Unnamed: 147 | Unnamed: 148 | Unnamed: 149 | Unnamed: 150 | Unnamed: 151 | Unnamed: 152 | Unnamed: 153 | Unnamed: 154 | Unnamed: 155 | Unnamed: 156 | Unnamed: 157 | Unnamed: 158 | Unnamed: 159 | Unnamed: 160 | Unnamed: 161 | Unnamed: 162 | Unnamed: 163 | Unnamed: 164 | Unnamed: 165 | Unnamed: 166 | Unnamed: 167 | Unnamed: 168 | Unnamed: 169 | Unnamed: 170 | Unnamed: 171 | Unnamed: 172 | Unnamed: 173 | Unnamed: 174 | Unnamed: 175 | Unnamed: 176 | Unnamed: 177 | Unnamed: 178 | Unnamed: 179 | Unnamed: 180 | Unnamed: 181 | Unnamed: 182 | Unnamed: 183 | Unnamed: 184 | Unnamed: 185 | Unnamed: 186 | Unnamed: 187 | Unnamed: 188 | Unnamed: 189 | Unnamed: 190 | Unnamed: 191 | Unnamed: 192 | Unnamed: 193 | Unnamed: 194 | Unnamed: 195 | Unnamed: 196 | Unnamed: 197 | Unnamed: 198 | Unnamed: 199 | Unnamed: 200 | Unnamed: 201 | Unnamed: 202 | Unnamed: 203 | Unnamed: 204 | Unnamed: 205 | Unnamed: 206 | Unnamed: 207 | Unnamed: 208 | Unnamed: 209 | Unnamed: 210 | Unnamed: 211 | Unnamed: 212 | Unnamed: 213 | Unnamed: 214 | Unnamed: 215 | Unnamed: 216 | Unnamed: 217 | Unnamed: 218 | Unnamed: 219 | Unnamed: 220 | Unnamed: 221 | Unnamed: 222 | Unnamed: 223 | Unnamed: 224 | Unnamed: 225 | Unnamed: 226 | Unnamed: 227 | Unnamed: 228 | Unnamed: 229 | Unnamed: 230 | Unnamed: 231 | Unnamed: 232 | Unnamed: 233 | Unnamed: 234 | Unnamed: 235 | Unnamed: 236 | Unnamed: 237 | Unnamed: 238 | Unnamed: 239 | Unnamed: 240 | Unnamed: 241 | Unnamed: 242 | Unnamed: 243 | Unnamed: 244 | Unnamed: 245 | Unnamed: 246 | Unnamed: 247 | Unnamed: 248 | Unnamed: 249 | Unnamed: 250 | Unnamed: 251 | Unnamed: 252 | Unnamed: 253 | Unnamed: 254 | Unnamed: 255 | Unnamed: 256 | Unnamed: 257 | Unnamed: 258 | Unnamed: 259 | Unnamed: 260 | Unnamed: 261 | Unnamed: 262 | Unnamed: 263 | Unnamed: 264 | Unnamed: 265 | Unnamed: 266 | Unnamed: 267 | Unnamed: 268 | Unnamed: 269 | Unnamed: 270 | Unnamed: 271 | Unnamed: 272 | Unnamed: 273 | Unnamed: 274 | Unnamed: 275 | Unnamed: 276 | Unnamed: 277 | Unnamed: 278 | Unnamed: 279 | Unnamed: 280 | Unnamed: 281 | Unnamed: 282 | Unnamed: 283 | Unnamed: 284 | Unnamed: 285 | Unnamed: 286 | Unnamed: 287 | Unnamed: 288 | Unnamed: 289 | Unnamed: 290 | Unnamed: 291 | Unnamed: 292 | Unnamed: 293 | Unnamed: 294 | Unnamed: 295 | Unnamed: 296 | Unnamed: 297 | Unnamed: 298 | Unnamed: 299 | Unnamed: 300 | Unnamed: 301 | Unnamed: 302 | Unnamed: 303 | Unnamed: 304 | Unnamed: 305,
d:\TRABAJO DE GRADO BEN-MAP\BASES DE DATOS\BASE DE DATOS POBLACIONAL DE BOGOTA  (2020-2024)\poblacion_Bogota_2020_2024.csv,.csv,True,15,306,MPIO | DPMP | AÑO | Hombres 0 años | Hombres 1 año | Hombres 2 años | Hombres 3 años | Hombres 4 años | Hombres 5 años | Hombres 6 años | Hombres 7 años | Hombres 8 años | Hombres 9 años | Hombres 10 años | Hombres 11 años | Hombres 12 años | Hombres 13 años | Hombres 14 años | Hombres 15 años | Hombres 16 años | Hombres 17 años | Hombres 18 años | Hombres 19 años | Hombres 20 años | Hombres 21 años | Hombres 22 años | Hombres 23 años | Hombres 24 años | Hombres 25 años | Hombres 26 años | Hombres 27 años | Hombres 28 años | Hombres 29 años | Hombres 30 años | Hombres 31 años | Hombres 32 años | Hombres 33 años | Hombres 34 años | Hombres 35 años | Hombres 36 años | Hombres 37 años | Hombres 38 años | Hombres 39 años | Hombres 40 años | Hombres 41 años | Hombres 42 años | Hombres 43 años | Hombres 44 años | Hombres 45 años | Hombres 46 años | Hombres 47 años | Hombres 48 años | Hombres 49 años | Hombres 50 años | Hombres 51 años | Hombres 52 años | Hombres 53 años | Hombres 54 años | Hombres 55 años | Hombres 56 años | Hombres 57 años | Hombres 58 años | Hombres 59 años | Hombres 60 años | Hombres 61 años | Hombres 62 años | Hombres 63 años | Hombres 64 años | Hombres 65 años | Hombres 66 años | Hombres 67 años | Hombres 68 años | Hombres 69 años | Hombres 70 años | Hombres 71 años | Hombres 72 años | Hombres 73 años | Hombres 74 años | Hombres 75 años | Hombres 76 años | Hombres 77 años | Hombres 78 años | Hombres 79 años | Hombres 80 años | Hombres 81 años | Hombres 82 años | Hombres 83 años | Hombres 84 años | Hombres 85 años | Hombres 86 años | Hombres 87 años | Hombres 88 años | Hombres 89 años | Hombres 90 años | Hombres 91 años | Hombres 92 años | Hombres 93 años | Hombres 94 años | Hombres 95 años | Hombres 96 años | Hombres 97 años | Hombres 98 años | Hombres 99 años | Hombres 100 años y más | Mujeres 0 años | Mujeres 1 año | Mujeres 2 años | Mujeres 3 años | Mujeres 4 años | Mujeres 5 años | Mujeres 6 años | Mujeres 7 años | Mujeres 8 años | Mujeres 9 años | Mujeres 10 años | Mujeres 11 años | Mujeres 12 años | Mujeres 13 años | Mujeres 14 años | Mujeres 15 años | Mujeres 16 años | Mujeres 17 años | Mujeres 18 años | Mujeres 19 años | Mujeres 20 años | Mujeres 21 años | Mujeres 22 años | Mujeres 23 años | Mujeres 24 años | Mujeres 25 años | Mujeres 26 años | Mujeres 27 años | Mujeres 28 años | Mujeres 29 años | Mujeres 30 años | Mujeres 31 años | Mujeres 32 años | Mujeres 33 años | Mujeres 34 años | Mujeres 35 años | Mujeres 36 años | Mujeres 37 años | Mujeres 38 años | Mujeres 39 años | Mujeres 40 años | Mujeres 41 años | Mujeres 42 años | Mujeres 43 años | Mujeres 44 años | Mujeres 45 años | Mujeres 46 años | Mujeres 47 años | Mujeres 48 años | Mujeres 49 años | Mujeres 50 años | Mujeres 51 años | Mujeres 52 años | Mujeres 53 años | Mujeres 54 años | Mujeres 55 años | Mujeres 56 años | Mujeres 57 años | Mujeres 58 años | Mujeres 59 años | Mujeres 60 años | Mujeres 61 años | Mujeres 62 años | Mujeres 63 años | Mujeres 64 años | Mujeres 65 años | Mujeres 66 años | Mujeres 67 años | Mujeres 68 años | Mujeres 69 años | Mujeres 70 años | Mujeres 71 años | Mujeres 72 años | Mujeres 73 años | Mujeres 74 años | Mujeres 75 años | Mujeres 76 años | Mujeres 77 años | Mujeres 78 años | Mujeres 79 años | Mujeres 80 años | Mujeres 81 años | Mujeres 82 años | Mujeres 83 años | Mujeres 84 años | Mujeres 85 años | Mujeres 86 años | Mujeres 87 años | Mujeres 88 años | Mujeres 89 años | Mujeres 90 años | Mujeres 91 años | Mujeres 92 años | Mujeres 93 años | Mujeres 94 años | Mujeres 95 años | Mujeres 96 años | Mujeres 97 años | Mujeres 98 años | Mujeres 99 años | Mujeres 100 años y más | Total 0 años | Total 1 año | Total 2 años | Total 3 años | Total 4 años | Total 5 años | Total 6 años | Total 7 años | Total 8 años | Total 9 años | Total 10 años | Total 11 años | Total 12 años | Total 13 años | Total 14 años | Total 15 años | Total 16 años | Total 17 años | Total 18 años | Total 19 años | Total 20 años | Total 21 años | Total 22 años | Total 23 años | Total 24 años | Total 25 años | Total 26 años | Total 27 años | Total 28 años | Total 29 años | Total 30 años | Total 31 años | Total 32 años | Total 33 años | Total 34 años | Total 35 años | Total 36 años | Total 37 años | Total 38 años | Total 39 años | Total 40 años | Total 41 años | Total 42 años | Total 43 años | Total 44 años | Total 45 años | Total 46 años | Total 47 años | Total 48 años | Total 49 años | Total 50 años | Total 51 años | Total 52 años | Total 53 años | Total 54 años | Total 55 años | Total 56 años | Total 57 años | Total 58 años | Total 59 años | Total 60 años | Total 61 años | Total 62 años | Total 63 años | Total 64 años | Total 65 años | Total 66 años | Total 67 años | Total 68 años | Total 69 años | Total 70 años | Total 71 años | Total 72 años | Total 73 años | Total 74 años | Total 75 años | Total 76 años | Total 77 años | Total 78 años | Total 79 años | Total 80 años | Total 81 años | Total 82 años | Total 83 años | Total 84 años | Total 85 años | Total 86 años | Total 87 años | Total 88 años | Total 89 años | Total 90 años | Total 91 años | Total 92 años | Total 93 años | Total 94 años | Total 95 años | Total 96 años | Total 97 años | Total 98 años | Total 99 años | Total 100 años  y más,
d:\TRABAJO DE GRADO BEN-MAP\BASES DE DATOS\BASE DE DATOS POBLACIONAL DE BOGOTA  (2020-2024)\BASE DE DATOS LIMPIA POR RANGOS ETARIOS\poblacion_bogota_rangos.csv,.csv,True,75,7,MPIO | DPMP | AÑO | GrupoEdad | Hombres | Mujeres | Total,
