year,month,n_total,n_flag_iqr15,n_flag_iqr30,mean_value,std_value,variable,pct_flag_iqr15,pct_flag_iqr30
2024,12,254,26,9,0.00010200781673048161,0.000155658297834496,grad_NO2_grid,10.236220472440944,3.543307086614173
2020,1,254,21,11,0.0001353788041077306,0.00026375692714094656,adv_proxy_NO2_grid,8.26771653543307,4.330708661417323
2020,2,254,39,17,0.00018053186121668065,0.00032431020109171713,adv_proxy_NO2_grid,15.354330708661417,6.692913385826771
2020,3,254,16,8,0.0001103840590815229,0.000211447139067152,adv_proxy_NO2_grid,6.299212598425197,3.1496062992125986
2020,4,254,10,7,5.255054657844891e-05,0.00013061752247323538,adv_proxy_NO2_grid,3.937007874015748,2.7559055118110236
2020,5,254,16,11,9.49150862847224e-05,0.00019071333227098128,adv_proxy_NO2_grid,6.299212598425197,4.330708661417323
2020,6,254,15,9,9.389862423558468e-05,0.00018605737747411392,adv_proxy_NO2_grid,5.905511811023622,3.543307086614173
2020,7,254,16,8,0.00010018876688176927,0.00018617474925173433,adv_proxy_NO2_grid,6.299212598425197,3.1496062992125986
2020,8,254,14,8,9.709479662118632e-05,0.00017155355412147753,adv_proxy_NO2_grid,5.511811023622047,3.1496062992125986
2020,9,254,24,7,0.00012625261110859822,0.00022021538432521987,adv_proxy_NO2_grid,9.448818897637794,2.7559055118110236
2020,10,254,19,7,0.00011002374081148692,0.00018886697263730432,adv_proxy_NO2_grid,7.480314960629921,2.7559055118110236
2020,11,254,16,6,8.497516523533104e-05,0.0001691097219498667,adv_proxy_NO2_grid,6.299212598425197,2.3622047244094486
2020,12,254,21,6,0.00010023413912569933,0.00017866687471603193,adv_proxy_NO2_grid,8.26771653543307,2.3622047244094486
2021,1,254,6,0,4.9262053598969e-05,9.070274177239211e-05,adv_proxy_NO2_grid,2.3622047244094486,0.0
2021,2,254,13,1,7.938059007919437e-05,0.00012895232101118703,adv_proxy_NO2_grid,5.118110236220472,0.3937007874015748
2021,3,254,7,1,5.579055578927784e-05,9.525024820655326e-05,adv_proxy_NO2_grid,2.7559055118110236,0.3937007874015748
2021,4,254,15,2,8.09320272383897e-05,0.0001333411639167189,adv_proxy_NO2_grid,5.905511811023622,0.7874015748031497
2021,5,254,18,3,8.716062340734632e-05,0.00014584747515418098,adv_proxy_NO2_grid,7.086614173228346,1.1811023622047243
2021,6,254,27,11,0.00010584977001921148,0.00018665640893819518,adv_proxy_NO2_grid,10.62992125984252,4.330708661417323
2021,7,254,51,34,0.0001974104195871427,0.000322619391356817,adv_proxy_NO2_grid,20.078740157480315,13.385826771653543
2021,8,254,50,27,0.00021301002614335112,0.0003118407347301911,adv_proxy_NO2_grid,19.68503937007874,10.62992125984252
2021,9,254,53,26,0.00021438857441817915,0.0002735396778072564,adv_proxy_NO2_grid,20.866141732283463,10.236220472440944
2021,10,254,27,7,0.00010546169185466092,0.00017063633172867632,adv_proxy_NO2_grid,10.62992125984252,2.7559055118110236
2021,11,254,16,1,8.031385982853559e-05,0.0001367950148767394,adv_proxy_NO2_grid,6.299212598425197,0.3937007874015748
2021,12,254,22,8,9.373693496533338e-05,0.0001644656653617434,adv_proxy_NO2_grid,8.661417322834646,3.1496062992125986
2022,1,254,34,11,0.00012120312463450211,0.00019625336324533257,adv_proxy_NO2_grid,13.385826771653543,4.330708661417323
2022,2,254,6,2,4.774169573237488e-05,0.00010981681321736702,adv_proxy_NO2_grid,2.3622047244094486,0.7874015748031497
2022,3,254,25,8,0.00010238558253369673,0.00017525958143654372,adv_proxy_NO2_grid,9.84251968503937,3.1496062992125986
2022,4,254,26,6,0.0001164382012636728,0.00019366276873155925,adv_proxy_NO2_grid,10.236220472440944,2.3622047244094486
2022,5,254,33,9,0.00011710075935326815,0.00018916876202962433,adv_proxy_NO2_grid,12.992125984251969,3.543307086614173
2022,6,254,26,7,0.00011123354988294199,0.00016383903866585485,adv_proxy_NO2_grid,10.236220472440944,2.7559055118110236
2022,7,254,31,14,0.0001296613585446661,0.0001964920838431593,adv_proxy_NO2_grid,12.204724409448819,5.511811023622047
2022,8,254,37,19,0.00015800547145906554,0.00023168890628862801,adv_proxy_NO2_grid,14.566929133858268,7.480314960629921
2022,9,254,29,18,0.0001413314752112146,0.0002389565033961188,adv_proxy_NO2_grid,11.417322834645669,7.086614173228346
2022,10,254,39,21,0.0001478253001733322,0.0002486788446967117,adv_proxy_NO2_grid,15.354330708661417,8.26771653543307
2022,11,254,32,14,0.00011769852692271127,0.00021595926409650435,adv_proxy_NO2_grid,12.598425196850394,5.511811023622047
2022,12,254,39,22,0.0001308315432506161,0.00023819279784279912,adv_proxy_NO2_grid,15.354330708661417,8.661417322834646
2023,1,254,37,17,0.00012699377132502633,0.00022818194873473123,adv_proxy_NO2_grid,14.566929133858268,6.692913385826771
2023,2,254,45,23,0.00015900195795759119,0.0002668222930644709,adv_proxy_NO2_grid,17.716535433070867,9.05511811023622
2023,3,254,34,12,0.00012393272814282725,0.0002085163511613021,adv_proxy_NO2_grid,13.385826771653543,4.724409448818897
2023,4,254,33,13,0.00012329482154471006,0.00020253218256545793,adv_proxy_NO2_grid,12.992125984251969,5.118110236220472
2023,5,254,39,19,0.00013773084219494163,0.0002321255670923347,adv_proxy_NO2_grid,15.354330708661417,7.480314960629921
2023,6,254,53,37,0.00019676234684873632,0.00031848503106038053,adv_proxy_NO2_grid,20.866141732283463,14.566929133858268
2023,7,254,54,38,0.00019734398036076885,0.0003181656757133708,adv_proxy_NO2_grid,21.25984251968504,14.960629921259843
2023,8,254,52,31,0.00019048005765755693,0.00029536270252220574,adv_proxy_NO2_grid,20.47244094488189,12.204724409448819
2023,9,254,56,35,0.00022775163908959146,0.00038182283246296876,adv_proxy_NO2_grid,22.04724409448819,13.779527559055119
2023,10,254,32,14,0.00012460983898020093,0.00020251938915372445,adv_proxy_NO2_grid,12.598425196850394,5.511811023622047
