variable,n_total,n_flag_iqr15,n_flag_iqr30,pct_flag_iqr15,pct_flag_iqr30,q1,q3,iqr,lower_iqr15,upper_iqr15,lower_iqr30,upper_iqr30
diff_O3_grid,15240,4964,3983,32.57217847769029,26.135170603674542,-0.096547435631721,0.04348004724944182,0.14002748288116282,-0.3065886599534652,0.25352127157118604,-0.5166298842752094,0.46356249589293025
adv_proxy_O3_grid,15240,1866,1045,12.244094488188976,6.8569553805774275,4.588621921303093e-06,9.086406935556552e-05,8.627544743426243e-05,-0.00012482454923009058,0.0002202772405069592,-0.0002542377203814842,0.00034969041165835285
grad_O3_grid,15240,1859,1000,12.198162729658792,6.561679790026247,4.181915784118253e-06,8.231242774834807e-05,7.813051196422983e-05,-0.00011301385216222648,0.0001995081956946928,-0.0002302096201085712,0.0003167039636410375
Vel_viento_idw,15240,500,0,3.2808398950131235,0.0,0.9443333333333334,1.2158064516129037,0.2714731182795703,0.5371236559139778,1.6230161290322591,0.12991397849462238,2.0302258064516145
