variable,n,n_null,n_inf,mean,std,min,q01,q05,q25,median,q75,q95,q99,max
Vel_viento_idw,15240,0,0,1.1167948049337868,0.22199084867032476,0.5046784389003331,0.8076666666666665,0.8692369231364332,0.9443333333333334,1.0612903225806452,1.2158064516129037,1.5912903225806454,1.7177419354838708,1.7177419354838714
diff_NO2_grid,15240,0,0,-3.788162551214445e-18,4.235788194209673,-46.50112095049639,-16.08891872140284,-2.885510330484377,-0.17107773308360438,-0.0032470892858871,0.03236371765638772,3.905714851245012,15.909121681578476,33.88736533961342
grad_NO2_grid,15240,0,0,0.0001141510025346526,0.0001973609903406872,6.908695266431375e-08,5.436184451499501e-07,1.120272301123738e-06,3.3867538655556483e-06,1.7974031137497428e-05,0.00013272477356615002,0.0005399920179058449,0.0009041365775846131,0.0018371046495813
adv_proxy_NO2_grid,15240,0,0,0.00012680408554066955,0.00022384995583370226,1.0162467875782927e-07,5.281542272999923e-07,1.2325987004053328e-06,3.803252967146723e-06,1.9042420622421437e-05,0.000146698005364675,0.0005937732554698248,0.0010368075294597092,0.0025016297452402
