Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presion,Precipitacion,Precipitacion_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_PM25,grad_PM25,adv_proxy_PM25
USAQUEN,2022-06-01,9.796783625730994,11.079558823529412,12.064940828402367,17.939666666666668,81.945,0.9073333333333332,,207.29,6.909666666666666,0.9444444444444444,0.9388888888888888,0.95,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,7.828633534413344,0.00028432098276282117,0.0002579739050267997
BARRIOS UNIDOS,2022-07-01,9.25399129172714,11.142528735632183,,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.935483870967742,0.3575268817204301,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,0.9803032037931647,0.00019813167781718773,0.00022555054548930824
ENGATIVA,2022-07-01,10.008727740894708,13.847000656526971,7.179440777567228,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9092741935483871,0.9213709677419355,0.9348118279569892,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.4408191834836988,0.0006302046376115094,0.000717416827784199
FONTIBON,2022-07-01,15.955585371866425,17.604099236799968,13.692587209302326,19.991451612903226,79.69016129032258,1.2641935483870967,,209.14,6.7464516129032255,0.9321236559139785,0.9247311827956988,0.9455645161290325,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-14.111870237764114,0.0008857695127865154,0.0011197841034226949
KENNEDY,2022-07-01,15.488732394366195,19.37049645390071,,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9475806451612904,0.592741935483871,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-4.664488215726545,0.00038140067936041515,0.0004341816120848081
PUENTE ARANDA,2022-07-01,10.476123595505618,15.090496453900707,6.405233380480905,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9475806451612904,0.9502688172043012,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,7.6877873504236,0.0008394749772649449,0.0009556474821832227
SAN CRISTOBAL,2022-07-01,6.649295774647888,9.087411598302689,8.930070921985815,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9502688172043012,0.9475806451612904,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,14.155662014136212,0.0005440095283556449,0.0006192934276022809
SUBA,2022-07-01,8.92274184492418,9.458275047656427,6.392683686732803,16.42989247311828,82.31279569892473,1.1551612903225807,,252.72333333333336,8.152365591397851,0.879032258064516,0.9359318996415772,0.8974014336917563,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-0.7263222546120165,0.00017861507910961634,0.00020632922525533424
TEUSAQUILLO,2022-07-01,8.257425742574258,10.145337159253948,11.40245398773006,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9368279569892471,0.8763440860215054,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,10.913423031376409,0.0006351383057892457,0.0007230332519774995
TUNJUELITO,2022-07-01,15.37,,11.847714285714286,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.168010752688172,0.9408602150537636,0.674731182795699,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-13.495848235480297,0.000663996183604933,0.0007558846877231641
USAQUEN,2022-07-01,6.779184247538678,5.659000000000001,16.415328467153284,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9408602150537636,0.9206989247311828,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,7.847908134929993,0.00031258643602208883,0.00035584436539417793
BARRIOS UNIDOS,2022-08-01,10.285714285714286,12.414884393063584,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9301075268817204,,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,3.260002033878246,0.00028450631586170535,0.00034590461434927985
ENGATIVA,2022-08-01,12.799915847358774,15.383267343247942,8.202418306244654,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.907258064516129,0.9193548387096775,0.9314516129032258,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-0.23552531406563837,0.0007634284676647594,0.0009281812563317672
FONTIBON,2022-08-01,18.296482264692973,20.23119331500109,19.071069182389937,19.961129032258064,77.4908064516129,1.3156451612903226,,148.11,4.777741935483871,0.924731182795699,0.8548387096774194,0.9516129032258065,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-14.211023004423748,0.0012982710373152045,0.0017080640082871167
KENNEDY,2022-08-01,,,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.4690860215053763,0.4690860215053763,0.4731182795698925,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-08-01,11.735203366058908,16.554468085106382,8.98147100424328,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9475806451612904,0.9502688172043012,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,3.0239752673246887,0.0007574373586973161,0.0009208972273968337
SAN CRISTOBAL,2022-08-01,7.874824191279887,9.85449275362319,11.37001414427157,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9274193548387096,0.9502688172043012,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,14.60511279166175,0.000561168476094523,0.0006822722536775023
SUBA,2022-08-01,11.443339642334372,12.762390512537769,8.188305574472366,16.30279569892473,80.7810752688172,1.1998924731182796,,178.99333333333334,5.773978494623656,0.9215949820788532,0.9126344086021505,0.8906810035842293,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-2.6618782156507894,0.00025755173775577527,0.0003090343915716878
TEUSAQUILLO,2022-08-01,9.582025677603424,11.599435825105784,13.842756680731366,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.952956989247312,0.9556451612903226,0.9422043010752688,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,11.571322883655895,0.0006475621691367919,0.0007873102630569577
TUNJUELITO,2022-08-01,16.91235632183908,11.7419881305638,15.26235294117647,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9059139784946236,0.913978494623656,0.5349462365591398,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-14.214685086339365,0.0010324966885852447,0.0012553161352508993
USAQUEN,2022-08-01,8.582510578279267,7.569219858156028,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9475806451612904,0.6505376344086021,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,8.78143804056963,0.0003579303529491044,0.0004351740323436047
BARRIOS UNIDOS,2022-09-01,16.013254786450663,,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7402777777777778,,0.9430555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,2.4166791350112984,0.00024199039544473138,0.00024336167435225155
ENGATIVA,2022-09-01,17.24175323774741,23.429806259314457,9.680358777464075,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7993055555555555,0.9486111111111113,0.9361111111111112,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,1.706263783286209,0.0005871160722275916,0.0005904430633035479
FONTIBON,2022-09-01,22.202716384496384,24.102835157318744,,20.801333333333332,76.13,1.0803333333333334,,128.60500000000002,4.286833333333334,0.9201388888888888,0.2555555555555555,0.9402777777777778,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-11.948127205663964,0.0011115421901933156,0.0012008360794721787
KENNEDY,2022-09-01,,,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.2666666666666666,0.2680555555555555,0.2680555555555555,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-09-01,17.999137931034483,22.24,9.53284457478006,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9444444444444444,0.9472222222222222,0.8055555555555556,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,2.5006903121436697,0.0008468005350954965,0.0008515990714610377
SAN CRISTOBAL,2022-09-01,12.832116788321168,14.483527696793004,11.70381679389313,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9527777777777776,0.9097222222222222,0.9513888888888888,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,18.001753740283615,0.0006879975452047897,0.0006918961979609503
SUBA,2022-09-01,15.82586876488873,16.941684183248004,8.704953691034081,16.900222222222222,80.57522222222222,0.9978888888888888,,150.32333333333335,5.010777777777778,0.9333333333333332,0.9180555555555555,0.9337962962962963,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-1.2211447820960242,0.00022670751914866672,0.00022622891438601951
TEUSAQUILLO,2022-09-01,15.215552325581394,16.943446244477173,11.672023809523813,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9430555555555556,0.9333333333333332,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,10.568452125237348,0.0006306180022937446,0.0006341915043067425
TUNJUELITO,2022-09-01,23.28341384863124,17.64448051948052,16.654619124797406,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.8555555555555555,0.8569444444444444,0.8625,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-15.735572977906832,0.0011279606549177204,0.0011343524319622543
USAQUEN,2022-09-01,13.001453488372093,14.046902654867257,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9416666666666668,0.3263888888888889,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,10.076516323970525,0.0004026285476227329,0.00040491010939259505
BARRIOS UNIDOS,2022-10-01,14.637429378531072,,,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.353494623655914,,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,0.19404898492910405,0.00011558516921149837,0.00012266942151800957
ENGATIVA,2022-10-01,14.779313654279903,16.83984375,12.905225988700565,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.8602150537634409,0.5866935483870968,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,2.3955128075398857,0.0003380324560868675,0.0003587505743631594
FONTIBON,2022-10-01,18.188944745830824,21.70300773774857,20.38755304101839,20.19661290322581,82.00935483870967,1.1224193548387096,,265.915,8.577903225806452,0.8521505376344087,0.9502688172043012,0.9482526881720431,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-8.117636931472408,0.0005114854409090814,0.0005741011585945641
KENNEDY,2022-10-01,17.76280400572246,23.774857954545453,15.926099290780142,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.946236559139785,0.9475806451612904,0.939516129032258,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,3.025695166659668,0.0004450334641858756,0.0004723097087650099
PUENTE ARANDA,2022-10-01,15.419943820224718,25.142836041358937,8.490014265335235,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.9099462365591398,0.9422043010752688,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,8.115270808837517,0.0007454396951242871,0.0007911279345028724
SAN CRISTOBAL,2022-10-01,14.908563134978229,15.852609308885755,9.165808297567954,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.952956989247312,0.939516129032258,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,7.3065526790792426,0.00036481610997134525,0.0003871758070341051
SUBA,2022-10-01,12.627004402383367,17.430046270094227,9.106694951678067,16.80258064516129,84.60849462365591,0.9561290322580644,,252.63666666666666,8.149569892473119,0.8060035842293907,0.6043906810035843,0.849910394265233,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.874689038037811,0.0002279686081083088,0.00021796740465581524
TEUSAQUILLO,2022-10-01,13.9070796460177,12.5645056726094,10.748994252873564,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.8293010752688172,0.935483870967742,0.9112903225806452,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,6.525079006533517,0.00039381198088265823,0.0004179488442270792
TUNJUELITO,2022-10-01,22.70521861777151,16.43905325443787,14.5671388101983,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.9086021505376344,0.9489247311827956,0.952956989247312,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-20.024344892389124,0.0010274398301366938,0.001090411948757975
USAQUEN,2022-10-01,11.338959212376936,14.664488636363636,,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.946236559139785,0.7432795698924731,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,8.026869798063533,0.00029926395840309557,0.00031760594295038205
BARRIOS UNIDOS,2022-11-01,16.372093023255815,12.094729136163984,,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9486111111111112,,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,1.2696482388587107,7.711205652504809e-05,7.490151090466338e-05
ENGATIVA,2022-11-01,16.37605179715265,18.98290854572714,7.382033549944257,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9263888888888888,0.9055555555555554,0.9520833333333332,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.0500483794076914,0.00027730651629250945,0.0002693570628254575
FONTIBON,2022-11-01,19.564311037885584,21.59238731045904,18.644314868804663,19.816666666666666,85.37566666666666,1.0228333333333333,,211.82,7.060666666666666,0.867361111111111,0.9527777777777776,0.9458333333333334,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-6.271113352811618,0.00043744632038878996,0.0004474346780376673
KENNEDY,2022-11-01,19.80396825396825,20.997510980966325,15.608491947291364,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9486111111111112,0.9486111111111112,0.875,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,2.2930310973379413,0.0003929938300625922,0.00038172800693413124
PUENTE ARANDA,2022-11-01,17.76807580174927,22.05157894736842,6.751608187134504,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9236111111111112,0.95,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,7.114089578052518,0.0006826689610032627,0.0006630991174545026
SAN CRISTOBAL,2022-11-01,16.278592375366568,16.62485465116279,6.549923896499239,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9555555555555556,0.9125,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,9.546647404981641,0.00038220001801204565,0.00037124361749570035
SUBA,2022-11-01,13.538746815218538,15.903889603417886,6.961010709161713,16.64488888888889,88.00544444444444,0.8282222222222222,,181.45666666666668,6.048555555555556,0.9069444444444444,0.7111111111111111,0.9314814814814815,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,5.5103614344326175,0.00021831685631519286,0.00018081487188593862
TEUSAQUILLO,2022-11-01,16.241799709724237,17.31542288557214,,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.8375,0.5152777777777777,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,4.979080733717957,0.0002925889178544278,0.00028420136887593423
TUNJUELITO,2022-11-01,24.37254901960784,15.89775112443778,11.661988304093567,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9263888888888888,0.95,0.9208333333333332,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-19.267010627739428,0.0009773148677285407,0.0009492985081869892
USAQUEN,2022-11-01,13.378457059679768,16.20367107195301,12.29633431085044,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9458333333333332,0.9472222222222222,0.9541666666666668,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,6.151520456587697,0.00020984745595387482,0.00020383182888319707
BARRIOS UNIDOS,2022-12-01,18.98682284040996,11.726365054602184,,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.8615591397849462,0.303763440860215,0.918010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-1.64256223753884,0.0001279750639824266,0.00012025527786477701
ENGATIVA,2022-12-01,17.849112636664124,15.161976047904192,10.239202323786659,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.8978494623655914,0.918010752688172,0.9233870967741935,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.812020957513415,0.00044298408038637556,0.00041626213747274584
FONTIBON,2022-12-01,21.968756957328385,21.406398454873262,24.602049780380675,19.83967741935484,81.73758064516127,0.9579032258064516,,91.575,2.954032258064516,0.9032258064516129,0.918010752688172,0.9045698924731183,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-0.10228882287445984,0.0009752121872585762,0.0009341589000207554
KENNEDY,2022-12-01,29.551090342679128,21.994598540145983,18.95379008746356,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9206989247311828,0.922043010752688,0.8629032258064516,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-22.817446707525765,0.0014344930977328713,0.0013479607721599532
PUENTE ARANDA,2022-12-01,19.065014577259475,22.577860326894506,9.013119533527696,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9045698924731184,0.922043010752688,0.922043010752688,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,15.561878466591903,0.0011403613012783244,0.0010715717647173419
SAN CRISTOBAL,2022-12-01,18.107714701601164,15.651884057971014,8.474041811846691,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9274193548387096,0.771505376344086,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,7.947702328147184,0.00031442342785418387,0.00029545659527072186
SUBA,2022-12-01,15.620905321040714,15.287390753671652,10.27655816400423,16.43537634408602,83.79860215053763,0.8782795698924732,,72.64999999999999,2.3435483870967744,0.878584229390681,0.8982974910394265,0.8745519713261648,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,4.223874535786003,0.00027945506192907636,0.00024543967159534365
TEUSAQUILLO,2022-12-01,18.40377906976744,17.308479532163744,,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9193548387096774,,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,4.809257165695495,0.00027526503955463167,0.0002586603420073039
TUNJUELITO,2022-12-01,24.80205278592376,14.388005997001498,15.36529411764706,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.896505376344086,0.913978494623656,0.9166666666666666,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-7.682338736231511,0.0008759832387370811,0.0008231416691745541
USAQUEN,2022-12-01,14.250655021834062,14.186892488954344,17.537611940298508,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9126344086021504,0.9005376344086021,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,9.704875732612614,0.000359600437695413,0.0003379084112924962
BARRIOS UNIDOS,2023-01-01,16.94943820224719,12.562553191489362,16.91565585331453,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9475806451612904,0.952956989247312,0.956989247311828,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-4.084479975953476,0.0002982273865365645,0.00028812613634742276
CIUDAD BOLIVAR,2023-01-01,20.056276445698167,,,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,,,0.952956989247312,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,-5.0649983799836935,0.00030099072725085817,0.0002907958800375226
ENGATIVA,2023-01-01,16.574614537444933,15.66814701378254,14.604231311706627,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.8776881720430108,0.8360215053763442,0.9361559139784946,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,0.6592089181286482,0.00026498008779932787,0.00025600495579322153
FONTIBON,2023-01-01,18.53149568414846,20.27087545068246,19.99503546099291,19.343387096774194,81.63354838709678,0.9753225806451612,,199.325,6.429838709677419,0.9475806451612903,0.9475806451612904,0.939516129032258,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,0.43992124084083173,0.0006995194551635154,0.000682257120221577
KENNEDY,2023-01-01,24.55767511177348,20.186206896551724,17.782372881355933,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.896505376344086,0.793010752688172,0.9018817204301076,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-16.426666162236565,0.0010673812629316507,0.0010312280266065463
PUENTE ARANDA,2023-01-01,15.287101449275363,23.63888888888889,8.535080058224164,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9193548387096774,0.9233870967741936,0.9274193548387096,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,17.026251447675243,0.0011837195572068629,0.001143625830269211
SAN CRISTOBAL,2023-01-01,16.388967468175387,13.693389592123768,6.7147385103011095,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9556451612903226,0.8481182795698925,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,4.450079728477055,0.0003716195373911088,0.0003590324240278615
SUBA,2023-01-01,14.818040289860022,14.031661347499687,10.759258230107571,15.965161290322579,83.9505376344086,0.9139784946236559,,186.5,6.016129032258064,0.9439964157706093,0.8906810035842293,0.949820788530466,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,1.889423395535788,0.00025611617664782253,0.00023408467758134316
TEUSAQUILLO,2023-01-01,14.902118644067798,18.74926900584796,,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9193548387096774,,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,6.06167940346762,0.00039776510687594414,0.00038429241777208147
TUNJUELITO,2023-01-01,23.427762039660056,14.201490312965724,15.46916548797737,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9018817204301076,0.9502688172043012,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-14.049542089755937,0.0008522894905154668,0.0008234216206754266
USAQUEN,2023-01-01,12.81949152542373,12.46237623762376,20.91748942172073,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9502688172043012,0.952956989247312,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,9.883618453280954,0.0003792414879247778,0.00036639621172087397
BARRIOS UNIDOS,2023-02-01,22.01456310679612,14.824959216965745,14.21414944356121,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9122023809523808,0.9360119047619048,0.9196428571428572,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-5.876940436497762,0.0005034562151450787,0.0004982418472025047
CIUDAD BOLIVAR,2023-02-01,23.110518053375195,,,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,,,0.9479166666666666,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,-4.080410075226258,0.00021301741631278437,0.0002108111645009734
ENGATIVA,2023-02-01,20.84090773809524,12.694771241830065,12.402496214415505,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9107142857142856,0.9367559523809523,0.9449404761904763,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.5734278471344965,0.0006723009492712112,0.0006653378322966166
FONTIBON,2023-02-01,26.29157235400007,22.98892514106583,25.154317111459967,20.487500000000004,79.1705357142857,0.9660714285714286,,66.155,2.3626785714285714,0.9397321428571429,0.9479166666666666,0.9508928571428571,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-7.955332184819408,0.0012173866438706686,0.0011760824541679137
KENNEDY,2023-02-01,32.28846153846154,21.23817891373801,18.892172523961666,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9315476190476192,0.9315476190476192,0.9285714285714286,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-23.913577267394313,0.0014818706650372403,0.0014665227188636403
PUENTE ARANDA,2023-02-01,21.53582554517134,24.5978021978022,8.558777429467085,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9479166666666666,0.949404761904762,0.9553571428571428,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,10.595409952390447,0.0012828369083252539,0.0012695503832033138
SAN CRISTOBAL,2023-02-01,18.59090909090909,12.532087227414332,9.309930313588849,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9553571428571428,0.8541666666666666,0.9166666666666666,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,8.67752332188699,0.00039756749987391823,0.0003934498364823669
SUBA,2023-02-01,18.532752238607245,15.355843785010634,10.825413217042021,16.90952380952381,80.72416666666665,1.0198809523809522,,49.54333333333333,1.7694047619047615,0.9191468253968255,0.8472222222222223,0.9260912698412698,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,3.2883183281365014,0.0003513281090310238,0.00035831284643675956
TEUSAQUILLO,2023-02-01,17.790015600624024,21.476971608832805,,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9434523809523808,,0.9538690476190476,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,16.47191420409546,0.0011145527879300645,0.001103009205483646
TUNJUELITO,2023-02-01,25.1244094488189,14.01309148264984,16.780125195618155,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9434523809523808,0.9508928571428572,0.9449404761904762,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-2.958032171914727,0.0008604522299799637,0.0008515404033123141
USAQUEN,2023-02-01,16.031104199066874,10.84442700156986,,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9479166666666666,0.21875,0.956845238095238,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,13.294910486297983,0.0005068312624705107,0.0005015819386806376
BARRIOS UNIDOS,2023-03-01,19.81065918653577,15.037906647807636,13.61238670694864,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9502688172043012,0.8897849462365591,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-1.7513909257332116,0.0001313206889435577,0.00011437608391858252
