Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presion,Precipitacion,Precipitacion_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_PM25,grad_PM25,adv_proxy_PM25,PM25_lag1,diff_PM25_lag1,adv_proxy_PM25_lag1,Vel_viento_lag1,Temp_media_lag1,HR_lag1,Precipitacion_lag1,Presion_lag1
BARRIOS UNIDOS,2022-05-01,10.437802907915994,11.725282485875706,7.77683615819209,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.9516129032258064,0.9516129032258064,0.831989247311828,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,5.593117675883706,0.0003727990693492,0.0003681090165412,14.639296187683284,6.03217814231502,0.0004118476779148,0.995,18.88,81.47,260.12,
BARRIOS UNIDOS,2022-06-01,13.319648093841645,14.938,7.404239766081871,17.939666666666668,81.945,0.9073333333333332,,207.29,6.909666666666666,0.8333333333333334,0.95,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-0.2664881430675319,0.0001918241140438,0.000174048412809,10.437802907915994,5.593117675883706,0.0003681090165412,0.9874193548387096,18.71741935483871,80.96806451612903,319.0,
BARRIOS UNIDOS,2022-07-01,9.25399129172714,11.142528735632183,,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.935483870967742,0.3575268817204301,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,0.9803032037931648,0.0001981316778171,0.0002255505454893,13.319648093841645,-0.2664881430675319,0.000174048412809,0.9073333333333332,17.939666666666668,81.945,207.29,
BARRIOS UNIDOS,2022-08-01,10.285714285714286,12.414884393063584,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9301075268817204,,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,3.260002033878246,0.0002845063158617,0.0003459046143492,9.25399129172714,0.9803032037931648,0.0002255505454893,1.1383870967741936,18.19483870967742,79.52129032258064,228.31,
BARRIOS UNIDOS,2022-09-01,16.013254786450663,,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7402777777777778,,0.9430555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,2.4166791350112984,0.0002419903954447,0.0002433616743522,10.285714285714286,3.260002033878246,0.0003459046143492,1.2158064516129032,18.116774193548387,77.78548387096774,162.59,
BARRIOS UNIDOS,2022-10-01,14.637429378531072,,,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.353494623655914,,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,0.194048984929104,0.0001155851692114,0.000122669421518,16.013254786450663,2.4166791350112984,0.0002433616743522,1.0056666666666667,18.666,78.09733333333334,135.09,
BARRIOS UNIDOS,2022-11-01,16.372093023255815,12.094729136163984,,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9486111111111112,,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,1.2696482388587107,7.711205652504809e-05,7.490151090466338e-05,14.637429378531072,0.194048984929104,0.000122669421518,1.0612903225806452,18.324193548387097,83.24870967741936,252.6,
BARRIOS UNIDOS,2022-12-01,18.98682284040996,11.726365054602184,,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.8615591397849462,0.303763440860215,0.918010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-1.64256223753884,0.0001279750639824,0.0001202552778647,16.372093023255815,1.2696482388587107,7.490151090466338e-05,0.9713333333333334,17.981333333333332,87.00733333333332,179.19,
BARRIOS UNIDOS,2023-01-01,16.94943820224719,12.562553191489362,16.91565585331453,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9475806451612904,0.952956989247312,0.956989247311828,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-4.084479975953476,0.0002982273865365,0.0002881261363474,18.98682284040996,-1.64256223753884,0.0001202552778647,0.9396774193548388,18.003548387096775,82.19999999999999,70.75,
BARRIOS UNIDOS,2023-02-01,22.01456310679612,14.824959216965745,14.21414944356121,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9122023809523808,0.9360119047619048,0.9196428571428572,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-5.876940436497762,0.000503456215145,0.0004982418472025,16.94943820224719,-4.084479975953476,0.0002881261363474,0.9661290322580643,17.54,82.15516129032258,181.32,
BARRIOS UNIDOS,2023-03-01,19.81065918653577,15.037906647807636,13.61238670694864,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9502688172043012,0.8897849462365591,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-1.7513909257332116,0.0001313206889435,0.0001143760839185,22.01456310679612,-5.876940436497762,0.0004982418472025,0.9896428571428572,18.75321428571429,78.37249999999999,54.03,
BARRIOS UNIDOS,2023-04-01,16.571428571428573,14.608479532163743,11.196148148148149,18.597666666666665,83.93033333333332,0.8996666666666666,,218.01,7.266999999999999,0.95,0.9375,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-1.1899341062640296,0.0001751992758154,0.0001576209484752,19.81065918653577,-1.7513909257332116,0.0001143760839185,0.8709677419354839,18.51451612903226,84.31870967741936,165.16,
BARRIOS UNIDOS,2023-05-01,10.514124293785311,10.250991501416433,8.697185185185186,19.260322580645163,81.58612903225807,1.115483870967742,,220.91,7.126129032258064,0.9489247311827956,0.907258064516129,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,0.6470675373308534,0.0001391025659372,0.0001551666687132,16.571428571428573,-1.1899341062640296,0.0001576209484752,0.8996666666666666,18.597666666666665,83.93033333333332,218.01,
BARRIOS UNIDOS,2023-06-01,5.476190476190476,7.183234421364985,8.10576070901034,18.427666666666667,79.40100000000001,1.6053333333333333,,151.78,5.059333333333333,0.9361111111111112,0.9402777777777778,0.8166666666666667,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,1.2739537926821205,0.000168218073659,0.000270046080914,10.514124293785311,0.6470675373308534,0.0001551666687132,1.115483870967742,19.260322580645163,81.58612903225807,220.91,
BARRIOS UNIDOS,2023-07-01,7.762039660056657,8.269195751138087,11.603181818181818,18.774193548387096,78.48967741935483,1.717741935483871,,151.41,4.884193548387096,0.885752688172043,0.8870967741935484,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-2.393635808272774,0.0001910318874547,0.0003281434840955,5.476190476190476,1.2739537926821205,0.000270046080914,1.6053333333333333,18.427666666666667,79.40100000000001,151.78,
BARRIOS UNIDOS,2023-08-01,10.123769338959212,9.81909476661952,15.690921985815605,18.86903225806452,76.52032258064517,1.5912903225806452,,131.76,4.250322580645161,0.9502688172043012,0.9475806451612904,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-0.8595307120198719,0.0001663498299242,0.0002647108745213,7.762039660056657,-2.393635808272774,0.0003281434840955,1.717741935483871,18.774193548387096,78.48967741935483,151.41,
BARRIOS UNIDOS,2023-09-01,12.519650655021834,11.664852941176472,17.116129032258065,19.59466666666667,75.409,1.4340000000000002,,139.46,4.648666666666667,0.9444444444444444,0.9472222222222222,0.9541666666666668,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-1.0489246202694726,0.000185461340355,0.0002659515620691,10.123769338959212,-0.8595307120198719,0.0002647108745213,1.5912903225806452,18.86903225806452,76.52032258064517,131.76,
BARRIOS UNIDOS,2023-10-01,15.417201166180758,14.864164305949007,14.62177068214804,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.9489247311827956,0.9260752688172044,0.922043010752688,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-0.0937552485072537,5.991688566334275e-05,5.4621006091808574e-05,12.519650655021834,-1.0489246202694726,0.0002659515620691,1.4340000000000002,19.59466666666667,75.409,139.46,
BARRIOS UNIDOS,2023-11-01,11.30366568914956,12.227165932452277,12.69297709923664,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.9097222222222222,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,7.209335212080289,0.0005406651047977,0.0005347177886449,15.417201166180758,-0.0937552485072537,5.4621006091808574e-05,0.9116129032258063,19.38935483870968,80.40064516129033,200.76,
BARRIOS UNIDOS,2023-12-01,15.020319303338171,12.866666666666664,13.17349926793558,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9193548387096774,0.918010752688172,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,8.716802887604564,0.0006562059870641,0.00067398705252,11.30366568914956,7.209335212080289,0.0005347177886449,0.989,19.18,81.34533333333334,170.2,
