Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_NO2,grad_NO2,adv_proxy_NO2
KENNEDY,2021-06-01,,18.06495867768595,,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8402777777777778,0.7041666666666667,0.6958333333333333,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-16.064258397022265,0.0009439190434298125,0.00103894022713508
PUENTE ARANDA,2021-06-01,18.143178410794604,13.575581395348838,4.583795620437956,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9555555555555556,0.9513888888888888,0.9263888888888888,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-1.6010641364784775,0.000745691569599759,0.0008207578542728012
SAN CRISTOBAL,2021-06-01,7.779863481228669,11.030377906976744,9.450218340611354,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9555555555555556,0.9541666666666668,0.8138888888888889,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,1.5451690463006909,0.00013597795012499804,0.0001496663971042478
SUBA,2021-06-01,8.33395923112573,11.278294304723559,7.544937621832358,16.740444444444442,81.12055555555555,1.1427777777777777,,157.27333333333334,5.242444444444445,0.8888888888888888,0.8930555555555556,0.8888888888888888,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.3469374655150617,0.00045765665373085235,0.0005229998537357573
TEUSAQUILLO,2021-06-01,8.971322436849926,11.05204081632653,10.281077147016012,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9527777777777776,0.9541666666666668,0.9347222222222222,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,7.329264923898107,0.0004991914737057878,0.0005494434153921703
TUNJUELITO,2021-06-01,29.903790087463555,10.008680555555555,9.21856725146199,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8,0.95,0.7770833333333332,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,12.644876313344867,0.0006835325626728977,0.0007523415073153026
USAQUEN,2021-06-01,,7.532944606413995,13.170717423133237,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9527777777777776,0.9486111111111112,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,17.328336258753318,0.0006628556689916108,0.0007295831396700994
BARRIOS UNIDOS,2021-07-01,5.877464788732395,9.043767705382436,11.381161473087818,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9489247311827956,0.9489247311827956,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,7.595021096436891,0.00047707561556442727,0.0007819423234460823
ENGATIVA,2021-07-01,7.162446854384035,13.502984756422556,12.547398843930637,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9032258064516129,0.9301075268817204,0.9469086021505377,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-6.998869445131749,0.0006937516342298101,0.001137081307587634
FONTIBON,2021-07-01,12.712418498028384,15.897628825382538,11.508513708513709,20.30483870967742,74.79322580645162,1.7764516129032262,,59.14,1.907741935483871,0.9482526881720431,0.9314516129032258,0.821236559139785,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-9.164620833761521,0.0005726381738486228,0.001017264007543344
KENNEDY,2021-07-01,10.61890694239291,16.456592592592592,,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.907258064516129,0.6612903225806451,0.9099462365591398,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-8.929079710508498,0.0005346096969772591,0.0008762425388198238
PUENTE ARANDA,2021-07-01,12.760148148148147,12.654651162790698,5.890793201133144,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9247311827956988,0.9489247311827956,0.907258064516129,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-1.0502545233125122,0.000653661040501071,0.0010713715312212716
SAN CRISTOBAL,2021-07-01,4.3201133144475925,8.666151685393258,11.213521126760565,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.956989247311828,0.9543010752688172,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,7.1133024790779125,0.00028039542076635596,0.0004595771396496306
SUBA,2021-07-01,5.152718976682095,13.082858741242694,8.466012908833378,16.96172043010753,77.61086021505376,1.6253763440860218,,43.406666666666666,1.400215053763441,0.9453405017921147,0.9480286738351253,0.9363799283154123,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-11.924769937560484,0.0006233034352553178,0.0010131026588515468
TEUSAQUILLO,2021-07-01,6.538928067700988,8.568688293370945,11.879014084507045,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.952956989247312,0.9543010752688172,0.952956989247312,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,11.889982813442836,0.0007240094480723651,0.0011866748405340926
TUNJUELITO,2021-07-01,16.181750013271756,11.888418079096043,10.598288159771752,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9516129032258064,0.9422043010752688,0.9045698924731183,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,2.1121412034884184,0.00041529102642169765,0.0006806753887898858
USAQUEN,2021-07-01,,4.777053824362606,15.988951841359777,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9489247311827956,0.9489247311827956,0.0712365591397849,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,21.298449729959867,0.0009034454953825826,0.0014807763103351298
BARRIOS UNIDOS,2021-08-01,10.16619718309859,14.291513437057992,12.61723163841808,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9502688172043012,0.9516129032258064,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,8.080404625329347,0.0006741416998999663,0.0008520281226477639
ENGATIVA,2021-08-01,12.083909283785522,20.10750229590551,7.116439832491686,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9086021505376345,0.9536290322580645,0.9482526881720431,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-5.913695841410801,0.0005304434206441989,0.0006704120393819262
FONTIBON,2021-08-01,17.84871969048112,20.009795313342224,15.964123376623377,21.20306451612903,71.47596774193548,1.4167741935483873,,70.325,2.2685483870967746,0.944220430107527,0.8279569892473119,0.8924731182795699,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,0.6002872026492305,5.840258685420835e-05,8.274327789151068e-05
KENNEDY,2021-08-01,19.025633802816905,20.51237553342817,13.475892857142856,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9448924731182796,0.9032258064516128,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-11.263793387750287,0.0006581535645109633,0.0008318211825012757
PUENTE ARANDA,2021-08-01,,16.555929203539822,8.990483870967742,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.7594086021505376,0.8333333333333334,0.668010752688172,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,1.1081258220007015,0.0006782766028780635,0.0008572541064762106
SAN CRISTOBAL,2021-08-01,9.343843843843844,12.296165191740412,12.511782032400587,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9112903225806452,0.9126344086021504,0.8951612903225806,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,5.671207515711174,0.0003216024096018914,0.00040646394865168084
SUBA,2021-08-01,7.472493271579324,17.588542210902123,10.941757480417218,17.549999999999997,75.26838709677419,1.2626881720430108,,52.376666666666665,1.6895698924731188,0.942652329749104,0.94668458781362,0.949820788530466,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-10.234079075131836,0.0007525732234313034,0.0009502653078229888
TEUSAQUILLO,2021-08-01,8.052482269503546,,13.44858757062147,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.0672043010752688,0.9516129032258064,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,,,
TUNJUELITO,2021-08-01,19.24425188485057,13.707608695652176,,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.8655913978494624,0.6895161290322581,0.9475806451612903,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,8.241643841751875,0.000589128102919185,0.0007445819055604409
USAQUEN,2021-08-01,6.0855704697986575,8.132531824611032,18.800710227272727,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9502688172043012,0.946236559139785,0.8010752688172043,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,27.589962470032525,0.001139238154759548,0.0014398500291444869
BARRIOS UNIDOS,2021-09-01,9.998973607038124,15.290602055800294,14.939619883040937,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9458333333333332,0.95,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,7.93280952503628,0.0006677940433153938,0.0008556667675014578
ENGATIVA,2021-09-01,12.847798341132377,21.29712670565302,8.92346894259253,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9041666666666667,0.9520833333333334,0.9326388888888889,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-5.353337760269353,0.0006182196164873095,0.0007921454019257392
FONTIBON,2021-09-01,18.692518595211382,21.950313595236395,16.893093093093093,21.279333333333334,70.01966666666667,1.4666666666666666,,131.505,4.3835,0.9291666666666667,0.925,0.9437499999999999,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,1.2008919017102428,0.00025276871042811754,0.00037072744196123904
KENNEDY,2021-09-01,19.35422740524781,23.80439238653001,14.88619676945668,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9486111111111112,0.9458333333333332,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-11.671159649475207,0.0007366512652685151,0.000943895821230724
PUENTE ARANDA,2021-09-01,18.85108514190317,17.216886930983847,9.496187683284456,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9458333333333332,0.9472222222222222,0.8319444444444445,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,9.945435508456903,0.0009992005388447423,0.0012803089571063963
SAN CRISTOBAL,2021-09-01,8.304713804713804,10.998998330550918,15.248160535117057,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.8319444444444445,0.8305555555555556,0.825,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,15.793707253776596,0.0009233976766392716,0.0011831802230004532
SUBA,2021-09-01,9.347251691390492,17.883356730741337,12.339457354333662,17.520444444444447,74.31777777777778,1.2785555555555554,,120.02,4.000666666666667,0.9430555555555555,0.9481481481481482,0.9162037037037036,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-8.25912505650169,0.0007455736180408228,0.0009532572914217497
TEUSAQUILLO,2021-09-01,8.314766081871346,,16.865198237885462,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,,0.9458333333333332,0.95,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,,,
TUNJUELITO,2021-09-01,24.52813646147741,20.574816983894586,16.514934114202052,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9486111111111112,0.9486111111111112,0.8972222222222221,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-9.70417330361898,0.0007639357700932654,0.0009788563667461707
USAQUEN,2021-09-01,7.659133126934985,8.803216374269006,22.66793557833089,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.95,0.9486111111111112,0.8972222222222223,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,28.061436369387636,0.0011457607581263668,0.0014681014514125845
BARRIOS UNIDOS,2021-10-01,14.30520393811533,18.347175141242936,13.153682719546742,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9516129032258064,0.9489247311827956,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,9.325023919943153,0.0005052443975437146,0.0004320654509317379
ENGATIVA,2021-10-01,14.94007072135785,19.59886201991465,8.583609517605167,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.6942204301075269,0.9260752688172044,0.9455645161290325,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-1.0319877708394358,0.0003110080092445314,0.0002659620104862106
FONTIBON,2021-10-01,19.429731031995672,21.486931818181816,16.788668555240793,21.865483870967747,73.87774193548387,0.950967741935484,,84.555,2.7275806451612903,0.946236559139785,0.9489247311827956,0.9495967741935485,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-2.3670039828181686,0.0005106173584284781,0.00048558063633779143
KENNEDY,2021-10-01,22.58333333333333,24.56443812233286,14.642938659058489,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9448924731182796,0.9422043010752688,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-4.924983655988498,0.0005590337277985063,0.00047806400399801296
PUENTE ARANDA,2021-10-01,22.98465991316932,26.83719599427754,8.09315263908702,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.939516129032258,0.9422043010752688,0.928763440860215,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-17.572455632469268,0.0013046923220020668,0.0011157223695572513
SAN CRISTOBAL,2021-10-01,12.825352112676056,15.662780898876404,12.575,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.956989247311828,0.956989247311828,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,18.223547525678818,0.0006781970886870977,0.0005799678974546761
SUBA,2021-10-01,12.567847533656524,19.07559424027509,13.3768902098994,18.08956989247312,78.64311827956989,0.8520430107526882,,89.42999999999999,2.8848387096774197,0.8776881720430106,0.8270609318996415,0.9094982078853047,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-6.21412644411847,0.0003894599321481405,0.0003318366131550393
TEUSAQUILLO,2021-10-01,13.504249291784705,17.930491329479768,13.61534090909091,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9301075268817204,0.946236559139785,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,12.879828965262988,0.0009500865388913129,0.0008124772305164099
TUNJUELITO,2021-10-01,29.748838357672504,20.444202898550724,16.17701317715959,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9274193548387096,0.918010752688172,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,5.7318063198346305,0.0008073606912672695,0.0006904236104998488
USAQUEN,2021-10-01,12.286118980169972,13.066619115549216,18.541463414634144,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9422043010752688,0.9368279569892471,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,17.82177405478503,0.0007377948035917379,0.0006309335562328056
BARRIOS UNIDOS,2021-11-01,17.698389458272327,16.734264705882353,13.60795847750865,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9444444444444444,0.8027777777777778,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,12.433735231208104,0.0006799108047621655,0.0006130529089605527
ENGATIVA,2021-11-01,18.460925010684353,19.999636320825395,9.086584921425017,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9493055555555555,0.9319444444444445,0.9548611111111109,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-5.7798418043474555,0.00032851797128292183,0.00029621370410676793
FONTIBON,2021-11-01,21.70343792749658,19.497393960299085,16.349344978165938,21.352666666666664,75.71633333333334,0.9481666666666668,,97.4,3.2466666666666666,0.93125,0.9541666666666668,0.95,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,0.4497821682924723,0.0002005511067976239,0.00019015587442861376
KENNEDY,2021-11-01,24.22235123367199,20.95491923641704,13.39766423357664,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9458333333333332,0.9513888888888888,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-1.373318855194448,0.0005321465357737957,0.00047981879308937257
PUENTE ARANDA,2021-11-01,20.910031347962384,24.649484536082475,9.106286549707605,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9430555555555556,0.95,0.8861111111111111,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-17.66156552220798,0.001271970993751405,0.001146893846032517
SAN CRISTOBAL,2021-11-01,18.362973760932945,17.053654970760235,12.065300146412884,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.95,0.9486111111111112,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,8.820488473424177,0.00032245762666882426,0.00029074929337972327
SUBA,2021-11-01,16.762902802612146,14.004862934940226,11.406421230701573,17.787888888888887,79.32488888888889,0.8530000000000001,,77.11666666666667,2.5705555555555555,0.8990740740740741,0.8814814814814814,0.8111111111111112,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,10.216672925699386,0.0004225590363494724,0.0003604428580061
TEUSAQUILLO,2021-11-01,16.81929012345679,17.987408491947292,13.055912408759124,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9486111111111112,0.9513888888888888,0.9,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,6.918917726422038,0.0007498285332886392,0.0006760953941819231
TUNJUELITO,2021-11-01,30.81632838178171,17.344560357675114,16.00542521994135,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9319444444444444,0.9472222222222222,0.9506944444444444,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,10.62437767023441,0.0006571650447075517,0.0005925438153113092
USAQUEN,2021-11-01,16.523391812865498,15.497360703812316,16.462573099415206,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9472222222222222,0.95,0.95,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,4.2466818502110275,0.00027218144215754536,0.0002454169336787201
BARRIOS UNIDOS,2021-12-01,17.901306240928882,14.613702623906706,12.42272047832586,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.922043010752688,0.8991935483870968,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,7.792306337390739,0.000498795842560092,0.0005174604611849213
ENGATIVA,2021-12-01,18.95936198081717,17.774778877901962,9.306168993731816,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9173387096774193,0.924731182795699,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-3.6901918674587453,0.00030662505548610333,0.00031809876723977687
FONTIBON,2021-12-01,23.49109053747903,18.499888206480378,15.846423357664232,21.65774193548387,75.90532258064516,1.030483870967742,,88.355,2.850161290322581,0.918010752688172,0.9206989247311828,0.9206989247311828,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-1.379916601000751,0.00023284235118350426,0.00023994028737280788
KENNEDY,2021-12-01,26.19855072463768,19.824415204678363,12.354319180087847,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9193548387096774,0.918010752688172,0.9274193548387096,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-9.767276012205874,0.000562438131655513,0.0005834842036787515
PUENTE ARANDA,2021-12-01,21.290988372093025,17.338081395348837,9.224709302325582,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9247311827956988,0.9247311827956988,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-1.8012750455080901,0.0004579957493371838,0.0004751336547962526
SAN CRISTOBAL,2021-12-01,19.382267441860463,15.226928675400291,11.941048034934498,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9233870967741936,0.9233870967741936,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,2.045849305008021,0.00017406962283111917,0.00018058319581447718
SUBA,2021-12-01,16.504390693536497,11.523804128746022,11.156385616717897,18.12741935483871,78.89709677419354,0.9611827956989246,,59.576666666666675,1.9218279569892474,0.8418458781362007,0.8637992831541218,0.907258064516129,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,10.218815840461431,0.00040960214410007005,0.0003937025339903791
TEUSAQUILLO,2021-12-01,17.893430656934306,16.520553935860057,13.053284671532849,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.922043010752688,0.9206989247311828,0.9206989247311828,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,0.8900104181557484,0.000344906189652872,0.00035781235674956006
TUNJUELITO,2021-12-01,17.822840409956076,13.868,12.268817204301076,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.907258064516129,0.875,0.553763440860215,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,10.78542527542749,0.0005818631350339913,0.0006036360781513922
USAQUEN,2021-12-01,14.184593023255816,12.40174672489083,16.472714078374455,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9233870967741936,0.9260752688172044,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,6.707045455882202,0.00029897358814902337,0.0003101609869313739
BARRIOS UNIDOS,2022-01-01,16.950773558368496,13.811965811965813,14.472893258426968,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9435483870967742,0.956989247311828,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,6.837048147262422,0.00043851415063795755,0.0005167394168646642
ENGATIVA,2022-01-01,18.16297335203366,16.939046598927295,12.787014383294725,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.956989247311828,0.9556451612903227,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-2.5838810772572707,0.0004316627544499222,0.0005086658200017955
FONTIBON,2022-01-01,23.99212646166239,19.011433752629223,18.4680790960452,21.322903225806453,72.23887096774195,1.141774193548387,,78.78,2.541290322580645,0.8877688172043011,0.9516129032258064,0.9166666666666667,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-5.210431065908466,0.00036902372048187106,0.0004213417608534137
KENNEDY,2022-01-01,23.76096181046676,19.47496443812233,14.192592592592591,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9448924731182796,0.9435483870967742,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-11.483402540457705,0.0006622535851223263,0.0007803910795005993
PUENTE ARANDA,2022-01-01,17.560252808988764,15.924039829302988,12.169886363636364,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9448924731182796,0.946236559139785,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-0.8812787028799764,0.0005342751950088532,0.0006295829959249487
SAN CRISTOBAL,2022-01-01,20.350282485875702,13.38396624472574,16.70056338028169,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9556451612903226,0.9543010752688172,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,3.188017442032425,0.00021405532810543298,0.00025224003663520863
SUBA,2022-01-01,14.612521740852994,10.950509455138027,13.796942637621113,17.818602150537632,73.88591397849463,1.07752688172043,,50.21666666666667,1.6198924731182796,0.8736559139784946,0.9345878136200717,0.732078853046595,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,9.086300314763738,0.00035458001070618454,0.0003820694932566317
TEUSAQUILLO,2022-01-01,18.3876404494382,15.409859154929578,17.31755617977528,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9543010752688172,0.956989247311828,0.956989247311828,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,2.5178619291092907,0.0003635229443324321,0.00042837074698270146
TUNJUELITO,2022-01-01,16.35734463276836,12.006017191977078,16.478805120910383,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9381720430107529,0.9448924731182796,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,12.764918936219825,0.0006893414527603536,0.000812311073204378
USAQUEN,2022-01-01,,11.186816269284712,23.12384291725105,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9583333333333334,0.9583333333333334,0.3494623655913978,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,8.141073058176998,0.00028881139596041104,0.0003403316224010908
BARRIOS UNIDOS,2022-02-01,21.288,18.2124394184168,16.097798742138366,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9211309523809524,0.9464285714285714,0.9300595238095238,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,10.002792653316199,0.0005557932802966736,0.0004980304786658407
ENGATIVA,2022-02-01,22.404616741206464,18.90466635644983,12.962460014431738,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9099702380952379,0.8831845238095238,0.9055059523809523,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.619165211737474,0.0005385281676569203,0.0004825597045182903
FONTIBON,2022-02-01,27.917691849727838,24.225471698113207,,21.138035714285714,75.53464285714287,0.87625,,161.98000000000002,5.785,0.8288690476190477,0.3258928571428571,0.9546130952380952,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-14.99203717458872,0.0009756652451854836,0.0008549266710937799
KENNEDY,2022-02-01,26.77433070866142,18.884458398744112,15.50235849056604,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9479166666666666,0.9464285714285714,0.9449404761904762,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,11.080742148115757,0.0008699561887528547,0.0007795428848503258
PUENTE ARANDA,2022-02-01,22.71852433281005,25.84019138755981,13.143312101910828,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9330357142857144,0.9345238095238096,0.9479166666666666,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-21.07240834070328,0.001491757940224364,0.0013367216685796176
