Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_O3,grad_O3,adv_proxy_O3
FONTIBON,2023-10-01,19.966029188813998,24.733666561298136,,21.59193548387097,78.065,0.9483870967741934,,197.22,6.361935483870967,0.944220430107527,0.6223118279569892,0.9435483870967742,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,,,
KENNEDY,2023-10-01,23.687835926449782,23.8736170212766,,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.9475806451612904,0.5564516129032258,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2023-10-01,14.859747545582048,25.99375,10.602263083451202,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.7956989247311828,0.9502688172043012,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,2.960833877474993,0.0005565816079134551,0.0005073869754720722
SAN CRISTOBAL,2023-10-01,11.855255681818182,12.465853658536586,,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.9368279569892471,,0.946236559139785,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,,,
SUBA,2023-10-01,12.929948569417304,15.657204416328293,11.638080626774872,17.663010752688173,82.2058064516129,0.8653763440860214,,210.45333333333335,6.7888172043010755,0.9121863799283153,0.8982974910394265,0.9404121863799283,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,10.542782013480624,0.000553210527851724,0.000478735304102223
TEUSAQUILLO,2023-10-01,15.374120956399436,18.696561604584527,,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.9381720430107529,,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,,,
TUNJUELITO,2023-10-01,27.792946851290584,16.311158192090396,13.563096960926195,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.9516129032258064,0.928763440860215,0.95497311827957,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-2.960833877474993,0.0005565816079134551,0.0005073869754720722
USAQUEN,2023-10-01,10.927966101694915,13.994263565891472,19.441117478510023,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.8669354838709677,0.9381720430107529,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-20.669365393459977,0.000872505351016255,0.0007953871361199795
BARRIOS UNIDOS,2023-11-01,11.30366568914956,12.227165932452277,12.69297709923664,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.9097222222222222,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-7.675927345362833,0.0006048193595179377,0.0005981663465632404
CIUDAD BOLIVAR,2023-11-01,15.82274052478134,,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,,,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,,,
ENGATIVA,2023-11-01,14.365848680463262,16.313752122241084,8.937820970757503,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.8180555555555555,0.9055555555555557,0.95625,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,9.24756771586117,0.0010345578643627448,0.0010231777278547547
FONTIBON,2023-11-01,20.041067257069137,22.210061627102128,14.430232558139537,21.15983333333333,79.9895,1.0395,,180.135,6.0045,0.9458333333333334,0.8958333333333334,0.9409722222222222,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-10.200879439639216,0.0011305804237233671,0.0011752383504604403
KENNEDY,2023-11-01,20.524669603524227,20.643906020558003,9.721764705882354,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.9444444444444444,0.9458333333333332,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,3.7589090287277713,0.0005290034877946707,0.0005231844494289293
PUENTE ARANDA,2023-11-01,12.18471615720524,,8.772205882352942,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,,0.9444444444444444,0.9541666666666668,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,0.9495588235294115,0.0001970717127671791,0.00019490392392674012
SAN CRISTOBAL,2023-11-01,10.25095168374817,11.798956780923994,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9319444444444444,,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,,,
SUBA,2023-11-01,11.910773725044644,15.851230909669473,10.021233161446679,17.529555555555557,83.32133333333333,0.96,,171.87333333333333,5.72911111111111,0.875,0.9361111111111112,0.9472222222222221,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,7.459598585654106,0.00046739550716771967,0.0004486996868810109
TEUSAQUILLO,2023-11-01,14.569767441860463,16.856632653061226,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.8166666666666667,,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,,,
TUNJUELITO,2023-11-01,25.772317202888754,13.820117474302496,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.45,0.9465277777777776,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,,,
USAQUEN,2023-11-01,8.893118594436311,11.088626292466763,15.8925,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9402777777777778,0.9444444444444444,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-16.02546876855918,0.0006700930551168856,0.0006627220315105999
BARRIOS UNIDOS,2023-12-01,15.020319303338171,12.866666666666664,13.17349926793558,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9193548387096774,0.918010752688172,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-7.8564107285033575,0.0006191449615081335,0.0006359217927231925
CIUDAD BOLIVAR,2023-12-01,21.84698972099853,,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,,,0.9153225806451613,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,,,
ENGATIVA,2023-12-01,18.410412373533283,18.21622807017544,9.324848422301917,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9193548387096774,0.9166666666666666,0.9240591397849462,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,8.679914352639548,0.0009586088200055331,0.000984584026741167
FONTIBON,2023-12-01,24.5686676237762,22.537227034120736,14.156111929307803,21.518709677419356,78.97112903225806,0.9980645161290322,,125.095,4.035322580645161,0.8299731182795699,0.9126344086021504,0.8541666666666667,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-8.011171056751646,0.000906557155821597,0.0009048025290683939
KENNEDY,2023-12-01,26.71010273972603,20.36579330422125,10.976204379562043,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9233870967741936,0.9206989247311828,0.7849462365591398,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,1.3694425552496003,0.0004785925321410278,0.0004915608459151718
PUENTE ARANDA,2023-12-01,16.268367346938778,,9.165739385065883,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.4583333333333333,0.918010752688172,0.922043010752688,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,1.8104649944961597,0.0003757444283906741,0.0003859258903212601
SAN CRISTOBAL,2023-12-01,15.227842565597667,13.887334315169367,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9126344086021504,,0.922043010752688,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,,,
SUBA,2023-12-01,15.463766795218001,15.98164568361932,8.892815025220386,17.918602150537634,83.40720430107525,0.96752688172043,,142.51666666666665,4.597311827956989,0.8776881720430106,0.9135304659498207,0.8870967741935484,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,14.173284967517509,0.0006977316734949474,0.0006750741503341436
TEUSAQUILLO,2023-12-01,19.098981077147016,16.81119515885023,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.8884408602150538,0.532258064516129,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,,,
TUNJUELITO,2023-12-01,28.84749420013525,14.074743024963288,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9153225806451613,0.1384408602150537,0.8783602150537634,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,,,
USAQUEN,2023-12-01,11.7798833819242,13.224447717231222,18.35338235294117,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9126344086021504,0.913978494623656,0.922043010752688,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-23.66898434336563,0.0010113638436232493,0.0010387685413214276
BARRIOS UNIDOS,2024-01-01,17.83051724137931,12.119129082426127,18.97507788161994,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.864247311827957,0.8629032258064516,0.7795698924731183,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-12.398321079963791,0.000666808822962103,0.0009066448996081499
ENGATIVA,2024-01-01,19.50361445783133,17.451223241590213,12.80561256529558,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.8790322580645161,0.8716397849462365,0.7298387096774194,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,17.955426476281012,0.001136317353541439,0.0015450250468313437
FONTIBON,2024-01-01,26.204568862785152,22.42997424128327,18.69661971830985,22.37225806451613,69.49645161290323,1.1646774193548388,,26.465,0.8537096774193548,0.9522849462365591,0.9543010752688172,0.9220430107526882,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-10.91355199463641,0.0008071565147132765,0.0009400769665717049
KENNEDY,2024-01-01,22.95666131621188,21.567957746478875,13.670128022759602,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.7634408602150538,0.9448924731182796,0.8373655913978495,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,9.432640719184574,0.0006141502587437547,0.0008350462389048149
PUENTE ARANDA,2024-01-01,17.90210843373494,19.174537695590328,13.020733427362485,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9448924731182796,0.952956989247312,0.8924731182795699,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,12.034165954701153,0.0008786836167170442,0.001194726272407207
SAN CRISTOBAL,2024-01-01,15.777470930232557,10.764356435643563,15.083028286189684,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9502688172043012,0.8077956989247311,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,5.197886782822438,0.00033834141904928814,0.0004600351875137902
SUBA,2024-01-01,19.281842058297844,16.456144917193175,11.607504953421051,18.046021505376345,75.65763440860215,1.3188172043010755,,15.126666666666665,0.48795698924731185,0.9368279569892474,0.9493727598566308,0.9511648745519713,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,20.56481400473146,0.000974358196269627,0.0012850003523921481
TEUSAQUILLO,2024-01-01,20.07475317348378,15.072946175637394,18.70056657223796,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9489247311827956,0.9489247311827956,0.952956989247312,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-5.409268689421607,0.0005032211090514092,0.0006842183789199
TUNJUELITO,2024-01-01,28.73724636135211,11.895056497175142,18.725671641791045,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9516129032258064,0.9005376344086021,0.9563172043010753,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-14.403125189061365,0.0007670213026957644,0.0010429015454395637
USAQUEN,2024-01-01,15.413258110014104,11.276803394625176,23.606638418079097,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9502688172043012,0.9516129032258064,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-27.431719853900724,0.0011938571307470048,0.0016232605826124599
BARRIOS UNIDOS,2024-02-01,17.909618320610686,13.241232227488153,17.010091743119265,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9094827586206896,0.9396551724137931,0.9410919540229884,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-14.872240883130363,0.0009564202717667524,0.001160566529774897
ENGATIVA,2024-02-01,,16.385551948051948,10.142137349610064,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.8850574712643678,0.9181034482758621,0.5201149425287356,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,14.39699069771315,0.0009156213799341355,0.001111059184823525
FONTIBON,2024-02-01,26.247609826452926,21.562178331916044,14.311332312404287,22.743620689655174,73.05413793103448,1.2101724137931034,,90.89500000000001,3.134310344827586,0.9245689655172413,0.9382183908045976,0.9346264367816093,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-5.043539433168377,0.00039525995956867974,0.0004783326993469936
KENNEDY,2024-02-01,20.876992481203008,15.52308868501529,14.246341463414634,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9396551724137931,0.942528735632184,0.9554597701149424,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,1.9883636323381175,0.00031389367963473655,0.00038089374435677163
PUENTE ARANDA,2024-02-01,18.46051051051052,18.3910094637224,12.51391830559758,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9109195402298852,0.9497126436781608,0.956896551724138,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,8.108702642221836,0.0005403316204974197,0.0006556644732863517
SAN CRISTOBAL,2024-02-01,16.435649546827793,12.885407066052228,8.909259259259258,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9353448275862069,0.9310344827586208,0.9511494252873564,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,17.190256623419746,0.0006419399832505538,0.0007789609658823099
SUBA,2024-02-01,17.848794321478028,16.139061619877623,10.578397178019316,18.875632183908046,77.84367816091954,1.1496551724137931,,62.550000000000004,2.156896551724138,0.8979885057471265,0.903256704980843,0.9377394636015327,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,18.73682766361891,0.0009550941723835627,0.001098028955423034
TEUSAQUILLO,2024-02-01,20.02556390977444,18.531722054380666,13.501978691019788,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9511494252873564,0.9439655172413792,0.9554597701149424,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,3.329406288061767,0.0004617884510948116,0.0005603563997940144
TUNJUELITO,2024-02-01,28.183067999506356,13.910599078341011,17.902137404580152,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9353448275862069,0.9410919540229884,0.9504310344827587,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-18.036893185468983,0.0008898417987442224,0.0010797769964761787
USAQUEN,2024-02-01,15.784313725490197,13.533533834586464,23.31979010494753,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9554597701149424,0.9583333333333334,0.9525862068965516,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-32.22874404409394,0.001371004943063779,0.0016636435843591165
BARRIOS UNIDOS,2024-03-01,26.43870056497175,13.08406827880512,21.721448863636365,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9448924731182796,0.946236559139785,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-17.435819760696294,0.001075129865135971,0.0012468038274721987
ENGATIVA,2024-03-01,29.203651685393258,15.127643504531722,14.09880682680859,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.8897849462365591,0.9509408602150538,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,18.896711402262035,0.001241973095569681,0.0014402881543783882
FONTIBON,2024-03-01,35.01060519676593,24.321233277812226,21.07852062588905,23.543064516129032,70.11258064516129,1.136290322580645,,79.965,2.5795161290322577,0.944220430107527,0.9448924731182796,0.9536290322580646,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-14.187864227710309,0.0009915662831009376,0.0011267071716848556
KENNEDY,2024-03-01,28.79858956276446,18.94836415362732,16.555728429985855,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9448924731182796,0.9502688172043012,0.952956989247312,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,10.113805251689572,0.0007262173747582005,0.0008421778910502357
PUENTE ARANDA,2024-03-01,28.00437235543018,20.519686162624826,15.23655761024182,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9422043010752688,0.9448924731182796,0.952956989247312,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,12.705130297939059,0.0008716136894993948,0.0010107907141130078
SAN CRISTOBAL,2024-03-01,25.45779220779221,12.314163090128757,9.974090247452692,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.939516129032258,0.9233870967741936,0.8279569892473119,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,27.173361566562406,0.0010064615655428237,0.0011671707510085326
SUBA,2024-03-01,28.071441181007625,16.08661928305568,12.256534954407295,19.50559139784946,75.96924731182796,1.1235483870967744,,84.13,2.713870967741935,0.903673835125448,0.8543906810035842,0.949820788530466,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,28.52426784849967,0.0013675784086495816,0.0015365405152666107
TEUSAQUILLO,2024-03-01,29.323488045007032,15.681934566145092,18.39316239316239,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9448924731182796,0.9435483870967742,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,2.857039920280057,0.0007118747087691926,0.0008255450251694346
TUNJUELITO,2024-03-01,39.112737949405975,13.132386363636364,23.46591230551627,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.946236559139785,0.9502688172043012,0.9153225806451613,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-28.631360628868443,0.0014182467126454656,0.001644708687729177
USAQUEN,2024-03-01,25.185593220338983,,29.4736170212766,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.4448924731182795,0.9475806451612904,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-40.34406041897755,0.001748047459657109,0.0020271711669249378
BARRIOS UNIDOS,2024-04-01,20.69983844911147,15.20352422907489,17.15066079295154,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9458333333333332,0.9458333333333332,0.8597222222222223,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-11.146724107851348,0.0006355389196128369,0.0006232518338336553
ENGATIVA,2024-04-01,24.001317715959008,20.967627118644067,11.673722917467924,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.8194444444444444,0.8868055555555555,0.70625,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,16.83752457674429,0.0011133720734118886,0.001091846879992592
FONTIBON,2024-04-01,27.352730315493723,26.875638809519202,18.522254758418743,22.408166666666666,76.00800000000001,0.966,,245.18,8.172666666666666,0.9472222222222222,0.9486111111111112,0.9548611111111112,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.646413140127832,0.0009607263465608622,0.0009280616507777929
KENNEDY,2024-04-01,24.246745562130176,21.99868035190616,14.060850439882698,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9472222222222222,0.9472222222222222,0.9388888888888888,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,8.291476052122208,0.0006667739713626161,0.0006538830079162721
PUENTE ARANDA,2024-04-01,22.926656626506023,25.16834319526627,12.445757575757575,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9388888888888888,0.9166666666666666,0.9222222222222224,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,12.41537052798173,0.0008677519434297883,0.0008509754058568124
SAN CRISTOBAL,2024-04-01,19.445772594752185,14.42589285714286,,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9333333333333332,0.6888888888888889,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,,,
SUBA,2024-04-01,22.505703533803104,17.69618202976695,12.455458820158285,18.736444444444444,79.23422222222223,0.9877777777777776,,213.4333333333333,7.114444444444444,0.9092592592592593,0.9273148148148148,0.9467592592592592,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,17.511198739306312,0.000962634989044044,0.0009508694502890612
TEUSAQUILLO,2024-04-01,24.8577648766328,19.174631268436578,16.185777777777776,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9416666666666668,0.9375,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-0.4386602062054692,0.0005144887492669748,0.0005045419667811465
TUNJUELITO,2024-04-01,32.08260609031977,15.269277108433734,19.506015037593983,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9222222222222224,0.9236111111111112,0.9027777777777777,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-12.505422059547692,0.0010882809113873944,0.001067240813767238
USAQUEN,2024-04-01,18.21229629629629,,26.0531914893617,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.6125,0.9138888888888888,0.9375,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-36.87973193750736,0.0015495309754136168,0.00151957337655562
BARRIOS UNIDOS,2024-05-01,8.1163610719323,9.72135785007072,8.284582743988684,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9502688172043012,0.9502688172043012,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-5.499400476111351,0.000307246414860566,0.0002968396814539984
ENGATIVA,2024-05-01,8.6580195238625,13.164113475177306,6.112661299531803,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.726478494623656,0.8904569892473118,0.9536290322580646,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.408535384800256,0.0003379980001747063,0.00032654968081395006
FONTIBON,2024-05-01,15.989955910516235,19.608771548602057,7.668926553672317,21.394354838709674,83.19677419354838,1.159516129032258,,360.305,11.622741935483871,0.9475806451612903,0.9516129032258064,0.926747311827957,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-3.602817777459885,0.00027022252349171626,0.00031332737441644323
KENNEDY,2024-05-01,12.575458392101552,18.381985815602835,5.498290598290598,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9475806451612904,0.9435483870967742,0.952956989247312,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,6.036793729388757,0.0003393321181897329,0.0003278386109607258
PUENTE ARANDA,2024-05-01,8.91018922852984,17.776888888888887,5.448676470588235,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.907258064516129,0.913978494623656,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,6.359333672260558,0.00044849011935273636,0.00043329932498756296
SAN CRISTOBAL,2024-05-01,6.244159544159544,8.64354136429608,2.95687134502924,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9260752688172044,0.9193548387096774,0.9435483870967742,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,13.78513492123518,0.000506431500323784,0.0004892781753128171
SUBA,2024-05-01,8.46260924764746,11.930332045131403,5.860803863828058,18.091827956989246,84.56021505376344,1.008817204301075,,378.76,12.218064516129033,0.8620071684587813,0.8991935483870969,0.939068100358423,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,10.33940631567268,0.0005275419407319888,0.0005321933858008083
TEUSAQUILLO,2024-05-01,11.268635724331928,12.021194879089617,7.793009985734664,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9448924731182796,0.9422043010752688,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-1.9768441889547566,0.00025017087584071714,0.00024169734617514443
TUNJUELITO,2024-05-01,18.673184960678274,7.492582025677604,9.4140625,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9422043010752688,0.946236559139785,0.95497311827957,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-14.338349086091927,0.0007120954437357104,0.0006879760819317589
USAQUEN,2024-05-01,4.8608757062146895,6.378172588832487,13.524573863636364,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.7943548387096774,0.946236559139785,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-20.315673683560547,0.0008591405408987,0.000830040619352131
BARRIOS UNIDOS,2024-06-01,7.140393343419063,9.262865497076024,8.336988304093568,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.95,0.95,0.9180555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-6.158021788077072,0.0003639663460543276,0.00041140329315674163
ENGATIVA,2024-06-01,8.163904505451201,14.131119908727408,6.0169497256356745,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9493055555555556,0.9479166666666665,0.9388888888888889,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.592950997427586,0.00036271405699848724,0.0004099877890939567
FONTIBON,2024-06-01,13.890394409719077,19.38824224989949,7.936310395314788,20.70883333333333,82.4705,1.2726666666666666,,265.92,8.864,0.9472222222222222,0.9486111111111112,0.8784722222222222,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-4.959659133693742,0.0003397932496418792,0.00043244354237756486
KENNEDY,2024-06-01,11.883090379008747,19.318235294117645,5.461820851688693,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9444444444444444,0.9458333333333332,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,5.9000315201628135,0.0003289930642694523,0.00037187182697923755
PUENTE ARANDA,2024-06-01,8.033676470588235,18.357886904761905,5.465491923641704,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9333333333333332,0.9458333333333332,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,5.319538311962238,0.0003741851721518531,0.00042295397292231124
