Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip
BARRIOS UNIDOS,2023-06-01,5.476190476190476,7.183234421364985,8.10576070901034,18.427666666666667,79.40100000000001,1.6053333333333333,,151.78,5.059333333333333,0.9361111111111112,0.9402777777777778,0.8166666666666667,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2023-07-01,7.762039660056657,8.269195751138087,11.603181818181818,18.774193548387096,78.48967741935483,1.717741935483871,,151.41,4.884193548387096,0.885752688172043,0.8870967741935484,0.9489247311827956,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2023-08-01,10.123769338959212,9.81909476661952,15.690921985815605,18.86903225806452,76.52032258064517,1.5912903225806452,,131.76,4.250322580645161,0.9502688172043012,0.9475806451612904,0.9556451612903226,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2023-09-01,12.519650655021834,11.664852941176472,17.116129032258065,19.59466666666667,75.409,1.4340000000000002,,139.46,4.648666666666667,0.9444444444444444,0.9472222222222222,0.9541666666666668,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2023-10-01,15.417201166180758,14.864164305949007,14.62177068214804,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.9489247311827956,0.9260752688172044,0.922043010752688,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2023-11-01,11.30366568914956,12.227165932452277,12.69297709923664,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.9097222222222222,0.9472222222222222,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2023-12-01,15.020319303338171,12.866666666666664,13.17349926793558,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9193548387096774,0.918010752688172,0.9260752688172044,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-01-01,17.83051724137931,12.119129082426127,18.97507788161994,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.864247311827957,0.8629032258064516,0.7795698924731183,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-02-01,17.909618320610686,13.241232227488153,17.010091743119265,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9094827586206896,0.9396551724137931,0.9410919540229884,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-03-01,26.43870056497175,13.08406827880512,21.721448863636365,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9448924731182796,0.946236559139785,0.9516129032258064,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-04-01,20.69983844911147,15.20352422907489,17.15066079295154,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9458333333333332,0.9458333333333332,0.8597222222222223,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-05-01,8.1163610719323,9.72135785007072,8.284582743988684,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9502688172043012,0.9502688172043012,0.952956989247312,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-06-01,7.140393343419063,9.262865497076024,8.336988304093568,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.95,0.95,0.9180555555555556,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-07-01,4.673699015471168,6.943705799151344,11.93932107496464,18.71451612903226,80.19419354838709,1.4970967741935486,,128.74,4.152903225806452,0.9502688172043012,0.9502688172043012,0.9556451612903226,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-08-01,9.039099859353025,9.964033850493651,17.345133991537377,18.966451612903228,75.88193548387098,1.470967741935484,,59.62,1.9232258064516128,0.952956989247312,0.952956989247312,0.9556451612903226,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-09-01,11.45216718266254,12.307458143074582,18.70559210526316,19.767666666666667,73.34766666666665,1.438,,85.99,2.866333333333333,0.9125,0.8444444444444444,0.8972222222222223,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-10-01,,,,19.448709677419355,77.96000000000001,1.1380645161290324,,178.05,5.743548387096775,0.6290322580645161,0.6303763440860215,0.6290322580645161,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-11-01,11.93578125,15.761538461538462,11.51160409556314,18.587,84.712,0.9796666666666668,,195.92,6.530666666666667,0.8125,0.8138888888888889,0.8888888888888888,1.0,1.0,1.0,0.0,1.0
BARRIOS UNIDOS,2024-12-01,15.356976744186047,13.855994152046785,15.074122807017543,19.18322580645161,82.05612903225806,0.9064516129032258,,157.62,5.0845161290322585,0.9193548387096774,0.9193548387096774,0.9247311827956988,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-01-01,20.056276445698167,,,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,,,0.952956989247312,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-02-01,23.110518053375195,,,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,,,0.9479166666666666,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-03-01,22.16295774647888,,,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,,,0.9543010752688172,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-04-01,18.904824561403508,,,18.597666666666665,83.93033333333332,0.8996666666666666,,218.01,7.266999999999999,,,0.95,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-05-01,14.492482269503547,,,19.260322580645163,81.58612903225807,1.115483870967742,,220.91,7.126129032258064,,,0.9475806451612904,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-06-01,10.736671575846833,,,18.427666666666667,79.40100000000001,1.6053333333333333,,151.78,5.059333333333333,,,0.9430555555555556,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-07-01,10.472881355932204,,,18.774193548387096,78.48967741935483,1.717741935483871,,151.41,4.884193548387096,,,0.9516129032258064,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-08-01,11.502133712660028,,,18.86903225806452,76.52032258064517,1.5912903225806452,,131.76,4.250322580645161,,,0.9448924731182796,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-09-01,19.44306784660767,,,19.59466666666667,75.409,1.4340000000000002,,139.46,4.648666666666667,,,0.9416666666666668,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-10-01,23.082496413199426,,,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,,,0.9368279569892471,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-11-01,15.82274052478134,,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,,,0.9527777777777776,1.0,1.0,1.0,0.0,1.0
CIUDAD BOLIVAR,2023-12-01,21.84698972099853,,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,,,0.9153225806451613,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-01-01,17.305021520803443,16.37294617563739,11.864830508474576,18.848064516129032,79.68354838709678,1.5032258064516129,,23.51,0.7583870967741935,0.9489247311827956,0.9516129032258064,0.9368279569892471,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-02-01,19.098684210526315,22.198305084745765,12.445343511450382,19.266896551724138,76.77137931034483,1.3617241379310343,,132.39,4.565172413793103,0.932471264367816,0.9410919540229884,0.8735632183908046,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-03-01,34.273371104815865,19.19559659090909,21.35643564356436,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,0.946236559139785,0.9502688172043012,0.9489247311827956,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-04-01,12.566243194192378,9.25550527903469,19.62796052631579,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,0.9208333333333332,0.8444444444444444,0.7652777777777777,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-05-01,,,12.083521126760562,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,0.7258064516129032,0.9543010752688172,0.7298387096774194,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-06-01,8.172455089820359,11.077352941176471,10.141554559043348,18.52533333333333,79.155,1.244,,312.54,10.418,0.9444444444444444,0.9291666666666668,0.9277777777777778,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-07-01,6.20674318507891,11.143081312410844,10.596191819464034,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,0.9422043010752688,0.952956989247312,0.9368279569892471,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-08-01,8.640735502121641,11.565915492957746,11.557243319268636,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,0.9543010752688172,0.9556451612903226,0.9502688172043012,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-09-01,10.398104956268222,15.964212076583213,10.434110787172012,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,0.9430555555555556,0.9527777777777776,0.9527777777777776,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-10-01,9.447875354107648,16.913661971830987,13.678340365682136,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.7217741935483871,0.9556451612903226,0.7204301075268816,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-11-01,16.312273966855464,19.532837330828755,10.643168604651162,18.61133333333333,81.52933333333334,0.8076666666666666,,71.11,2.3703333333333334,0.88125,0.9555555555555556,0.9104166666666667,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2020-12-01,15.631635172773269,18.5175,11.865588235294116,19.31935483870968,74.79225806451613,0.8703225806451613,,113.99,3.677096774193549,0.808467741935484,0.913978494623656,0.8286290322580645,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-01-01,16.201449401988196,17.663702553485162,13.570622286541244,18.83806451612904,73.38612903225807,1.0696774193548386,,105.14,3.3916129032258064,0.8870967741935484,0.928763440860215,0.8655913978494624,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-02-01,16.40124700365293,17.744904292266497,14.01846635367762,19.62071428571429,74.44678571428572,1.0442857142857145,,98.38,3.5135714285714283,0.9144345238095237,0.9508928571428572,0.9427083333333333,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-03-01,17.427263610315187,20.555887921204345,14.364073550212163,18.69483870967742,79.48903225806451,0.9319354838709678,,132.12,4.261935483870968,0.9536290322580645,0.9502688172043012,0.946236559139785,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-04-01,11.326562257413443,16.06710508878876,14.999852071005916,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9041666666666666,0.9388888888888888,0.9458333333333333,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-05-01,8.045852340077662,14.045549981419548,9.806789250353606,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.8891129032258065,0.9502688172043012,0.9401881720430108,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-06-01,11.029852777124132,16.285425480874082,9.57267441860465,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8937499999999999,0.9555555555555556,0.9409722222222221,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-07-01,7.162446854384035,13.502984756422556,12.547398843930637,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9032258064516129,0.9301075268817204,0.9469086021505377,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-08-01,12.083909283785522,20.10750229590551,7.116439832491686,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9086021505376345,0.9536290322580645,0.9482526881720431,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-09-01,12.847798341132377,21.29712670565302,8.92346894259253,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9041666666666667,0.9520833333333334,0.9326388888888889,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-10-01,14.94007072135785,19.59886201991465,8.583609517605167,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.6942204301075269,0.9260752688172044,0.9455645161290325,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-11-01,18.460925010684353,19.999636320825395,9.086584921425017,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9493055555555555,0.9319444444444445,0.9548611111111109,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2021-12-01,18.95936198081717,17.774778877901962,9.306168993731816,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9173387096774193,0.924731182795699,0.9247311827956988,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-01-01,18.16297335203366,16.939046598927295,12.787014383294725,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.956989247311828,0.9556451612903227,0.9583333333333334,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-02-01,22.404616741206464,18.90466635644983,12.962460014431738,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9099702380952379,0.8831845238095238,0.9055059523809523,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-03-01,19.339535240586052,18.677879310902796,10.581729323308272,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.9153225806451613,0.8938172043010753,0.9025537634408602,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-04-01,16.37346115716832,17.365204247732734,9.380729425401556,18.88,81.47,0.995,,260.12,8.670666666666667,0.9333333333333333,0.8659722222222221,0.8958333333333334,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-05-01,11.929280747501085,15.734193071441773,5.477653608247422,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.8911290322580645,0.8763440860215053,0.8951612903225806,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-06-01,13.183305811660016,17.85435121251004,5.183163482420614,17.939666666666668,81.945,0.9073333333333332,,207.29,6.909666666666666,0.9145833333333333,0.8881944444444445,0.9173611111111111,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-07-01,10.008727740894708,13.847000656526971,7.179440777567228,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9092741935483871,0.9213709677419355,0.9348118279569892,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-08-01,12.799915847358774,15.383267343247942,8.202418306244654,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.907258064516129,0.9193548387096775,0.9314516129032258,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-09-01,17.24175323774741,23.429806259314457,9.680358777464075,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7993055555555555,0.9486111111111113,0.9361111111111112,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-10-01,14.779313654279903,16.83984375,12.905225988700565,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.8602150537634409,0.5866935483870968,0.9475806451612904,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-11-01,16.37605179715265,18.98290854572714,7.382033549944257,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9263888888888888,0.9055555555555554,0.9520833333333332,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2022-12-01,17.849112636664124,15.161976047904192,10.239202323786659,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.8978494623655914,0.918010752688172,0.9233870967741935,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2023-01-01,16.574614537444933,15.66814701378254,14.604231311706627,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.8776881720430108,0.8360215053763442,0.9361559139784946,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2023-02-01,20.84090773809524,12.694771241830065,12.402496214415505,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9107142857142856,0.9367559523809523,0.9449404761904763,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2023-03-01,19.890449750690323,16.57837837837838,12.012528368851402,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9448924731182796,0.9475806451612903,0.9536290322580646,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2023-04-01,16.983352374907437,16.17134328358209,9.841873673860167,18.597666666666665,83.93033333333332,0.8996666666666666,,218.01,7.266999999999999,0.9305555555555556,0.9458333333333333,0.9548611111111112,1.0,1.0,1.0,0.0,1.0
ENGATIVA,2023-05-01,11.1811797752809,11.284615384615384,10.042313117066293,19.260322580645163,81.58612903225807,1.115483870967742,,220.91,7.126129032258064,0.8911290322580645,0.6323924731182796,0.6344086021505376,1.0,1.0,1.0,0.0,1.0
