Endpoint Group,Endpoint,Race,Ethnicity,Gender,Start Age,End Age,Column,Row,Value,Type
Mortality,Respiratory mortality,,,,0,99,13,23,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,23,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,9,24,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,24,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,24,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,24,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,24,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,24,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,9,25,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,25,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,25,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,25,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,25,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,9,26,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,26,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,26,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,26,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,26,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,27,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,27,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,27,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,27,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,27,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,28,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,28,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,28,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,28,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,28,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,28,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,29,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,29,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,29,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,29,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,29,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,29,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,29,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,30,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,30,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,30,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,30,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,30,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,30,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,30,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,31,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,31,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,31,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,31,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,31,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,31,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,31,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,32,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,9,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,18,33,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,9,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,18,34,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,10,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,35,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,36,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,36,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,36,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,36,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,36,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,36,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,36,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,11,37,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,37,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,37,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,37,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,37,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,37,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,37,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,12,38,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,38,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,38,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,38,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,38,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,38,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,39,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,39,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,39,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,39,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,39,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,13,40,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,40,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,40,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,40,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,40,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,14,41,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,15,41,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,16,41,0.0001320424481591,
Mortality,Respiratory mortality,,,,0,99,17,41,0.0001320424481591,
