run_id,n_rows,n_unique_cells,incidence_min,incidence_max,incidence_mean,missing_cell_id,missing_incidence
NO2_ASTHMA,254,254,0.0001667347,0.0001667347,0.0001667347,0,0
NO2_CLD,254,254,0.0020967572,0.0020967572,0.0020967572,0,0
O3_MAIN,254,254,0.0001320424481591,0.0001320424481591,0.00013204244815910002,0,0
PM25_MAIN,254,254,6.44018355644251e-05,6.44018355644251e-05,6.440183556442511e-05,0,0
