run_id,pollutant,endpoint_group,endpoint,start_age,end_age,cell_id,Row,Column,concentration_baseline,concentration_control,delta_concentration,population_target,incidence_target,beta,beta_se,economic_method,valuation_parameter_name,valuation_value_fixed,climate_scenario,climate_multiplier,climate_note,concentration_baseline_clim,concentration_control_clim,delta_concentration_clim,rr,af_avoided,baseline_cases,avoided_cases,valuation_value_used_usd_2015,economic_value_usd_2015,economic_value_cop_2015
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,174,11,5,11.769038525209217,10.592134672688296,1.1769038525209208,88377,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático central,1.0,Escenario de referencia,11.769038525209217,10.592134672688296,1.1769038525209208,1.0010208964004679,0.0010198552339304445,11.669515440956781,0.011901216399891912,8705114.0,103601.44549972868,287331356.9923125
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,174,11,5,11.769038525209217,10.592134672688296,1.1769038525209208,88377,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático desfavorable,1.15,Mayor formación fotoquímica,13.534394303990599,12.180954873591539,1.3534394303990602,1.0011741207268394,0.0011727437840554078,11.669515440956781,0.013685351696320666,8705114.0,119132.54664656478,330405778.84598213
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,215,11,6,12.11396117327857,10.902565055950712,1.2113961173278565,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático favorable,0.9,Menor formación fotoquímica,10.902565055950713,9.81230855035564,1.0902565055950735,1.000945699282189,0.0009448057800410803,11.669383398508621,0.01102530088442637,8705114.0,95976.50108323238,266184107.39926916
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,215,11,6,12.11396117327857,10.902565055950712,1.2113961173278565,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático central,1.0,Escenario de referencia,12.11396117327857,10.902565055950712,1.2113961173278582,1.001050832171361,0.0010497290822699679,11.669383398508621,0.012249691125572854,8705114.0,106634.95771290001,295744590.76968825
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,215,11,6,12.11396117327857,10.902565055950712,1.2113961173278565,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático desfavorable,1.15,Mayor formación fotoquímica,13.931055349270354,12.537949814343317,1.3931055349270363,1.0012085522101337,0.0012070933747677648,11.669383398508621,0.0140860353879647,8705114.0,122620.54386026695,340079494.95838016
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,256,11,7,11.95739779317372,10.761658013856346,1.195739779317373,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático favorable,0.9,Menor formación fotoquímica,10.76165801385635,9.685492212470711,1.0761658013856383,1.0009334711630646,0.0009326006072911674,11.669383398508621,0.010882874044162608,8705114.0,94736.65920207654,262745492.7308151
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,256,11,7,11.95739779317372,10.761658013856346,1.195739779317373,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático central,1.0,Escenario de referencia,11.95739779317372,10.761658013856346,1.1957397793173747,1.0010372439544863,0.0010361691942536444,11.669383398508621,0.012091455593469533,8705114.0,105257.49936708994,291924306.46966827
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,256,11,7,11.95739779317372,10.761658013856346,1.195739779317373,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático desfavorable,1.15,Mayor formación fotoquímica,13.751007462149778,12.375906715934796,1.3751007462149811,1.001192923314622,0.0011915019441732788,11.669383398508621,0.013904093006626405,8705114.0,121036.71468928561,335686855.62070537
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,297,11,8,11.361264586246296,10.225138127621667,1.136126458624629,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático favorable,0.9,Menor formación fotoquímica,10.225138127621667,9.2026243148595,1.022513812762167,1.0008869125502027,0.0008861266333705098,11.669383398508621,0.010340551424430163,8705114.0,90015.67897252695,249652184.5327754
O3_MAIN,O3,Mortality,Respiratory mortality,0,99,297,11,8,11.361264586246296,10.225138127621667,1.136126458624629,88376,0.0001320424481591,0.000867,0.000304,VSL,VSL_2015_USD,,Escenario climático central,1.0,Escenario de referencia,11.361264586246296,10.225138127621667,1.136126458624629,1.000985506932771,0.0009845366650621523,11.669383398508621,0.011488935814499323,8705114.0,100012.49600389946,277377656.7920949
