Contaminante,N_validaciones,MAE,RMSE,Sesgo_medio,Correlacion
NO2,748,3.182479053642241,4.27561266434419,-0.3960850565635004,0.631156195764887
O3,718,3.6220194798957603,4.928960024215008,0.6605080650052881,0.5465491127975982
PM2.5,856,3.781930715755201,5.204274113046513,-0.44453901094675474,0.7663250112563921
